,LABEL,DATE_TIME,TEXT,PREPROCESSED_TEXT
430,0,Fri Jun 05 15:04:26 2009,Dad got to have his sitcom finale moment turning off the lights at his old office today. He really is moving to North Carolina ,dad got sitcom finale moment turning light old office today really moving north carolina
431,0,Sun May 31 10:26:40 2009,@Zombie_Claire How'd you get burned? Sounds nasty! Sorry to hear about it. ,user how get burned sound nasty sorry hear
432,0,Tue Jun 16 07:05:44 2009,"Watching Dew Tour. Chaz didnt win, either did ryan shecklar  ill cu in orlando when Dew Tour finals come!",watching dew tour chan didnt win either ryan secular ill cu orlando dew tour final come
433,0,Sun May 31 13:27:54 2009,@annzoo I want to go shopping too ,user want go shopping
434,0,Sat Jun 20 09:08:12 2009,"Dammit, the Staten Island opener is totally getting rained out ",summit state island opener totally getting rained
435,0,Mon Jun 15 11:00:50 2009,But I can't find her ,cant find
436,0,Fri Jun 19 22:40:05 2009,"@kidghost_ yeah, I'm not feelin' the Lauren hate right now. ",user yeah im feeling lauren hate right
437,1,Sun Jun 07 07:30:04 2009,@choley Avoid parking all together by parachuting in! You can even make some extra money by dragging an advertising banner with you ,user avoid parking together parachuting even make extra money dragging advertising banner
438,1,Wed Jun 03 03:49:30 2009,Ahhh.. The sweet smell of Internet  Afternoon all - Good to see ya'll.,hhh sweet smell internet afternoon good see all
439,0,Wed Jun 03 05:30:22 2009,trying to decide what to wear... headache and not feeling good again.  hope i'm not getting sick ,trying decide wear headache feeling good hope im getting sick
440,1,Mon Jun 15 09:01:35 2009,@mandytronic I gotta call you bouts today's plans. How bout we hit up the Magnificent Mile tomorrow? Long story for the phoooone! ,user gotta call bout today plan bout hit magnificent mile tomorrow long story phoooone
441,0,Mon Jun 01 07:38:52 2009,@legendaryswag  waiting f my housekeeper  ,user waiting f housekeeper
442,0,Sun Jun 07 10:23:56 2009,Raining  Stalinism is so much fun to learn about.,raining stalinism much fun learn
443,1,Mon Apr 20 01:08:28 2009,@Frichii that's a great idea! verena also let us see this AMAZING vid ,user thats great idea serena also let u see amazing vid
444,0,Thu Jun 25 10:11:02 2009,I need to drive around and charge my phone. Ugh ,need drive around charge phone gh
445,1,Mon May 18 07:30:05 2009,@lovatodd  i'm in math. come help me with it. you're smart.,user im math come help youre smart
446,1,Fri May 29 11:51:23 2009,"@keithbooe yeah, the $1k-$1.5k i'll be saving should buy a lotta drink for me ",user yeah 1k15k ill saving buy gotta drink
447,1,Wed Jun 03 00:10:07 2009,made a few new hair clips today go check em out on my page  http://www.myspace.com/xautomaticgirlx,made new hair clip today go check em page user
448,0,Wed Jun 17 07:54:28 2009,sooo annoying that be best mate lives so far away ,soon annoying best mate life far away
449,0,Fri May 22 02:23:39 2009,Is starting to realize that he has NO job skills pertaining to today's job market. Seven years of working is slowly going down the drain ,starting realize job skill pertaining today job market seven year working slowly going drain
450,1,Sun May 31 11:25:43 2009,@LiliCosic very confused by the unfortunate combination of watermelon and Alan Coren?? ,user confused unfortunate combination watermelon alan core
451,1,Fri Apr 17 20:42:35 2009,@rynoceros yup. Just got out of that about 10 min ago. Get in the right lane. ,user yup got 10 min ago get right lane
452,0,Wed Jun 17 22:48:39 2009,Got bored and bought the Mario themed clock calculator for my DSi. Side note: Peach doesn't give credit to Luigi for his share of work. ,got bored bought mario themed clock calculator doi side note peach doesnt give credit liga share work
453,1,Wed Jun 03 08:49:01 2009,going to earn some money...cleaning at nannys ,going earn moneycleaning nanny
454,1,Mon Jun 01 19:17:56 2009,twittering off his new sidekick ,wintering new sidekick
455,1,Sat Jun 06 15:24:21 2009,@iheartscuttle lolz im actuly really starting too like him   channy???,user lol im actually really starting like change
456,1,Thu May 21 23:50:16 2009,@p_87 i know!!! you have a good sense of humor ,user know good sense humor
457,1,Wed Jun 03 01:09:51 2009,@y0manchinggg i am in the cherry computer room  happy revising and good luck!,user cherry computer room happy revising good luck
458,1,Wed Jun 03 04:16:00 2009,just failed her exams ,failed exam
459,1,Sun May 17 04:31:18 2009,end of high school in 5 days! can't wait for the weekend with leah ,end high school 5 day cant wait weekend lead
460,0,Sun Jun 07 01:27:31 2009,Sleeep..... work in the morning!! ,sleep work morning
461,0,Thu Jun 18 13:35:42 2009,@keithnolan my corriander is dying! Watering isn't helping. ,user corriander dying watering isnt helping
462,0,Fri May 01 21:45:39 2009,@chopsuey2e had a horrible and long day..up since 4am so I'm in bed now  see you tomorrow though!! Free drinks on who???,user horrible long day since 4am im bed see tomorrow though free drink
463,1,Sat May 02 07:17:45 2009,"@alexparr maybe at this time, the site is busy...i was playing with it for the past 3 hours and it works fine till now... ",user maybe time site busy playing past 3 hour work fine till
464,0,Sun Jun 21 02:05:29 2009,Cricket off agian 2day - not happy with all the rain that is falling ,cricket again 2day happy rain falling
465,1,Fri Jun 05 21:30:04 2009,@christex kno its kinda late.lol.but its always no homo ,user no kinda latelolbut always homo
466,1,Mon Jun 01 21:10:57 2009,"Aaaand LOST time  How sad is it that I'm excited? I've only seen it about 3 times though, unlike the Chuck pilot.",aaaaaa lost time sad im excited ive seen 3 time though unlike chuck pilot
467,0,Mon Jun 22 11:14:27 2009,Taking my daughter to the dentist.  She is less than thrilled ,taking daughter dentist le thrilled
468,0,Wed Jun 17 15:29:40 2009,"@anai_mrsarm it really ain't. Minimal sleep, energy levels r VOID. Help  lol",user really aint minimal sleep energy level r void help lol
469,0,Fri Jun 19 14:15:01 2009,Just clanin the house! No fun ,clarin house fun
470,0,Fri Jun 05 14:46:42 2009,"Worried about his beloved #LiverpoolFC!! Money, money, money ",worried beloved liverpool money money money
471,1,Sat May 30 03:03:04 2009,Still got some of my drink left ;) cba to go car boot... I just wanna lay in bed ,still got drink left cba go car boot wanna lay bed
472,0,Fri Jun 05 23:48:13 2009,"new zealand trip, omg, so cool. i'd like to go. ",new zealand trip omg cool id like go
473,0,Mon Jun 15 02:19:04 2009,Omz is the cutest baby in the world! Miss her. ,oz test baby world miss
474,1,Wed Jun 03 08:02:50 2009,@FestivalLights yay  Thank you,user yay thank
475,1,Mon May 04 06:04:03 2009,@unfolder There's no pause button in the game of life. ,user there pause button game life
476,0,Sat Jun 06 12:46:34 2009,"@predschickidee If it wasn't in my current situation, I would go.  But my concert trips is &quot;On Hold&quot; until somebody hires me (I hope!  ).",user wasnt current situation would go concert trip quot holdquot somebody hire hope
477,1,Mon Jun 01 22:42:08 2009,@KingGimini yea ikno wat u doin im not gullable ,user yea idno wat u doi im syllable
478,1,Wed Jun 03 01:24:09 2009,"@salisburydowns  You are so right, it always is",user right always
479,0,Sun May 31 11:43:18 2009,@ChelRo I miss you too   *hugs*,user miss hug
480,0,Thu Jun 18 00:01:51 2009,My Honeybunches left me for Greece ,honeybunches left greece
481,1,Mon Jun 01 23:22:27 2009,"good morning  it is 08:22 a.m, but i woke up about an hour ago because i had to study and do work",good morning 0822 woke hour ago study work
482,0,Sun Jun 21 00:01:40 2009,I got my guy 2 pissed off-I was just playin tho  Sorry boo...,got guy 2 pissed off playing tho sorry boo
483,1,Mon Jun 01 12:33:10 2009,@MoniqueMay  i love the way you do breakfast here lately  ,user love way breakfast lately
484,0,Sun May 31 11:37:40 2009,just landed. hate having to wait for people taking down a million things from overhead bin when I only brought one small carryon ,landed hate wait people taking million thing overhead bin brought one small carry
485,1,Mon May 04 04:53:43 2009,@taylorswift13 I wish I was in London to see you. It's like my biggest dream to meet you  iloveyouuu &lt;3,user wish london see like biggest dream meet iloveyouuu lt3
486,0,Mon Jun 01 08:04:57 2009,Clutch cable won't be fixed until tomorrow ,clutch cable wont fixed tomorrow
487,0,Mon Jun 15 08:26:35 2009,@aafreen chicka! how u doing? m cold is still there.. ,user chick u cold still
488,1,Sat Jun 06 10:25:31 2009,"@shaaqt btw, after d talk today, I swear will never fight with u ",user btw talk today swear never fight u
489,1,Mon May 18 05:01:10 2009,Vote 100 times for McFLY! www.musiqtone.com and if you wanna be very nice...SPREAD THE WORLD ,vote 100 time fly user wanna widespread world
490,1,Sun May 03 07:09:48 2009,More people are joining twitter. What.. a relief. haha ,people joining twitter relief haha
491,1,Fri Jun 05 22:28:34 2009,@angelaisawesome I love the song! Haha. @-) Lalo na yung version ng New Found Glory. ,user love song haha halo na yung version ng new found glory
492,0,Sun May 17 03:25:12 2009,"I'm only up! And its half eleven! Its been years since I slept that late, dogs where strangely quiet this morning. Have a huge hangover ",im half eleven year since slept late dog strangely quiet morning huge hangover
493,1,Sun May 10 03:12:12 2009,"your the voice i hear inside my head, the reason that i'm singing, i gotta find you, i need to find you ",voice hear inside head reason im singing gotta find need find
494,0,Sat Jun 06 06:42:18 2009,"should be doing some histoy revision, for her exam on monday!! ",history revision exam monday
495,0,Fri Jun 19 22:57:02 2009,@MuscleNerd Sucks about the delay. Was hoping to unlock and use Cdn phone to tweet from a charity bike ride in the US this weekend. ,user suck delay hoping unlock use cdn phone tweet charity bike ride u weekend
496,0,Tue Jun 16 16:01:14 2009,Is the designated driver ,designated driver
497,1,Thu May 28 23:59:41 2009,"Good night, luvvies.  ",good night levy
498,0,Sun Jun 07 03:29:45 2009,"@gemmak500 argh. The thunder woke me too. I love storms, but not at 6:30 when I went to bed at 2:00! Just woke up again now ",user arch thunder woke love storm 630 went bed 200 woke
499,1,Sun May 17 04:36:14 2009,my mom cooked a terrific lunch...kudos ,mom cooked terrific lunchkudos
500,0,Fri Jun 19 08:27:39 2009,omg!!!!! my head is killing me  make it go away please..grrrr getting ready gotta go to work m uuuhhhgg,omg head killing make go away pleasegrrrr getting ready gotta go work uuuhhhgg
501,1,Sun Apr 19 06:49:06 2009,going to the library ,going library
502,1,Mon Jun 15 20:55:15 2009,"@bdawgsc Nice!  I swear we have a HGTV studio around here, I see East ATL &amp; Decatur on there quite frequently.",user nice swear gt studio around see east atl amp decatur quite frequently
503,0,Sun May 17 23:11:39 2009,http://twitpic.com/5exx2 - RIP Willy. My woowoo bear ,user rip willy voodoo bear
504,1,Sun Jun 07 20:21:16 2009,"@kpmarie I'm glad there are constant reminders of me everywhere!  oh, and CALL MEEEE! ",user im glad constant reminder everywhere oh call melee
505,1,Sun Jun 07 08:48:50 2009,@rees397 you took your time ,user took time
506,0,Fri Jun 19 16:42:12 2009,@mothlights yeah jailbroken 2.0 &gt; 3.0  I used to have video ,user yeah jailbroken 20 gt 30 used video
507,0,Fri May 22 05:32:20 2009,@JonathanRKnight Life sure is precious...and in some cases it ends way too early!  It's important to enjoy life while you can-no regrets!,user life sure preciousand case end way early important enjoy life cannot regret
508,0,Fri May 29 01:31:15 2009,@Helena210 No one to rub it in ,user one rub
509,0,Sun Jun 07 13:15:24 2009,I Love jay-z  Even though he threatened to kill Chris Brown.   ,love jazz even though threatened kill chris brown
510,1,Wed Jun 03 03:00:57 2009,"@joffhopkins Hello to you both  Post TwitPic! or yfrog, which seems to be up and coming.",user hello post twitpic frog seems coming
511,0,Sun May 31 05:53:44 2009,Trying to sleep between night shifts. Last one tonight. Have managed to wake up and now can't get back to sleep ,trying sleep night shift last one tonight managed wake cant get back sleep
512,0,Mon Jun 01 02:20:53 2009,"Chapter 3: Scales, Keys, and Modes. I can script in 4 different programming languages, yet this stuff is scrambling my brain ",chapter 3 scale key mode script 4 different programming language yet stuff scrambling brain
513,1,Mon Jun 01 21:37:21 2009,@Kelly_StrayCat i also hope to see another CD from them...and another tour after they rest.  but i live in reality that it may not happen,user also hope see another cd demand another tour rest live reality may happen
514,0,Sun Jun 07 12:44:25 2009,Can't believe holiday is really over. Had such a wonderful time with boyfriend and kitty cat. Back to the office tomorrow. Feeling sad ,cant believe holiday really wonderful time boyfriend kitty cat back office tomorrow feeling sad
515,0,Tue Jun 23 22:03:49 2009,No hate ,hate
516,0,Mon May 18 05:00:17 2009,@ShayyyG it started off slow?  Well I hope the rest of your day is as beautiful as you are ;),user started slow well hope rest day beautiful
517,1,Sun May 31 11:21:41 2009,my older brother is my bff ,older brother bff
518,0,Sun May 17 03:07:49 2009,Its raining ,raining
519,1,Sun Jun 07 00:47:37 2009,is so full  http://plurk.com/p/z0xer,full user
520,1,Sun Jun 07 08:26:33 2009,@conwizzle HAHAHA MUN mmmmmmmmm i love chicken  ,user haha mun mmmmmmmmm love chicken
521,0,Sun May 10 07:17:30 2009,Not able to be at church as a family on Mother's Day.    Home with sick little boy.,able church family mother day home sick little boy
522,0,Sun May 31 13:43:48 2009,"doing nothing productive today, then work 10 30am-5pm tomorrow. gross shift that i don't want to work. ",nothing productive today work 10 30am5pm tomorrow gross shift dont want work
523,1,Sat Jun 06 03:48:09 2009,@1capplegate are you coming to France ? ,user coming france
524,0,Fri May 29 19:23:41 2009,"bored with no friends right now, sad huh, friday night and no friends such a shame ",bored friend right sad huh friday night friend shame
525,0,Mon Jun 01 09:12:28 2009,"had a dream last nite: i was spiderman, and the green goblin would totally not leave me alone.  dude tried multiple times to kill me. ",dream last site sideman green goblin would totally leave alone dude tried multiple time kill
526,1,Wed Jun 03 09:20:49 2009,"@francheska28 Ouch... good luck with that. You can handle it, you'll see ",user such good luck handle you see
527,0,Sun May 17 23:14:30 2009,Hate joburg traffic in winter.. Really miss Thomas on morning radio on metro fm  Kenny sucks!,hate rzburg traffic winter really miss thomas morning radio metro fm kenny suck
528,1,Sun Jun 07 06:53:03 2009,@staaceeyy so they dont know if its actually happening?  + greenday tour dates are up on ze site  but i cbf going i wanna go to blink more,user dont know actually happening greedy tour date ze site cbf going wanna go blink
529,1,Sun May 31 10:39:29 2009,@flo494 i also watch hannah montana ,user also watch hannah montana
530,1,Sun May 17 22:03:19 2009,trying to get back in the swing of Twitting! But now I'm Working on writing my book!  Yeah 225 Pages!,trying get back swing twisting im working writing book yeah 225 page
531,0,Fri Jun 19 02:59:47 2009,day two orientation...god i hate waking up this early ,day two orientationgod hate waking early
532,1,Mon Jun 15 04:15:54 2009,@maddlepaddle  MEOW WOOF BAH MOO QUACK SQUEEK ,user meow woof bah moo quack seek
533,0,Mon Jun 15 09:25:57 2009,@MiriamCheah i cant check ur DMs now cause im on my phone but i will check them when i get home ,user cant check ur dm cause im phone check get home
534,1,Mon Jun 15 19:56:48 2009,@pink Thanks for that mental image. You're a lucky woman ,user thanks mental image youre lucky woman
535,0,Sat May 09 19:14:21 2009,"@mileycyrus hey , i had a bird .. the same as your , but he died weeks ago ",user hey bird died week ago
536,1,Sun Jun 07 10:40:13 2009,"@jamiemcflyx i thought it would only be me to be honest, it was more packed than i thought WEEE ",user thought would honest packed thought were
537,1,Mon Apr 20 03:13:44 2009,@mynameissasha Im taking jazzpiano with a former bandmate &amp; jz signed up 4 bass wif Rozhan. Need 2 improve my technique ,user im taking jazzpiano former bandmate amp jz signed 4 bass if orphan need 2 improve technique
538,0,Thu May 21 23:35:02 2009,is bummed his cash strapped situation has forced him to be grounded and not in brak ,summed cash strapped situation forced grounded break
539,1,Mon Apr 20 02:38:37 2009,@JonathanRKnight Hi! survived to the parking lot? ,user hi survived parking lot
540,0,Mon May 18 02:09:51 2009,"Morning tweeks, got bad toothache ",morning week got bad toothache
541,1,Sat May 30 14:57:29 2009,@philgerb Definitely something to look at closer. Thanks for bring it up Phil Hope your weekends going awesome ,user definitely something look closer thanks bring phil hope weekend going awesome
542,1,Wed Jun 03 04:43:58 2009,Good Morning Twitters! Im holding down the fort solo this morning... Congratz 2 my Supervisor who is now a Grandma... ,good morning twitter im holding fort solo morning contrato 2 supervisor grandma
543,1,Mon Jun 01 16:45:49 2009,@Cravethought: Sent ,user sent
544,0,Sun May 31 12:02:11 2009,has caught the sun. Glorious weather. Bored as now though and hay fever/cold is driving me nuts. ,caught sun glorious weather bored though hay fevercold driving nut
545,1,Sat Jun 06 02:07:37 2009,Just got back from a party...had a good time ,got back partyhad good time
546,0,Fri Jun 05 23:22:03 2009,Nicks last night  still up at the shop. Chris wants to sleep under the stars in front of the shop.,pick last night still shop chris want sleep star front shop
547,1,Sun May 31 00:39:35 2009,@Aw_Re_ya_2_ Just joking about the room thing Aurea  LOL,user joking room thing aurea lol
548,1,Fri May 29 20:23:17 2009,@maclovesmusic hard to pass up free money isnt it ,user hard pas free money isnt
549,1,Sun May 17 00:40:52 2009,Circles- All time low ,circle time low
550,0,Sat Jun 06 19:28:04 2009,@malenga i'm not seeing any pic ,user im seeing pic
551,0,Sat Jun 06 19:34:34 2009,@Kaizersose86 keep me updated. I don't have Telemundo ,user keep updated dont elmundo
552,1,Sun Jun 07 02:39:48 2009,"@lebout not very handy then really, is he?  refer him to the trades description act...",user handy really refer trade description act
553,0,Mon Jun 01 03:13:46 2009,@Rachel_England wonder if there were newly qualified journos saying the same thing when we were advertised to ,user wonder newly qualified journal saying thing advertised
554,0,Fri May 29 22:13:15 2009,"@TerrenceJ106 @KhloeKardashian I can get it online  maybe too many people are listening, which is good for you &amp; not so much for me",user user get online maybe many people listening good amp much
555,0,Sun May 31 15:13:25 2009,Thick sketchbook is thick. But is it enough to pass?  http://mypict.me/2dG2,thick sketchbook thick enough pas user
556,0,Fri May 29 23:01:58 2009,What a greAt night !ende too soon ,great night ende soon
557,1,Sat May 30 16:52:14 2009,@mileycyrus I LOVE LADY GAGA TOO. she is a legend ,user love lady gaga legend
558,0,Sun May 03 06:32:35 2009,"dad just left for a week, boooo ",dad left week book
559,1,Sat Jun 06 21:15:08 2009,had an awesome night with my family! ,awesome night family
560,0,Tue Jun 02 07:47:57 2009,"@RuthRamirez haha I still totally LOVE that song. When I find another gr8 1, I'll let u know. Although I havent really been clubbin l8ly ",user haha still totally love song find another gr8 1 ill let u know although havent really clublink l8ly
561,1,Sun Jun 07 13:46:04 2009,@Rachel2206 media is awesome it must be said! ,user medium awesome must said
562,0,Thu Jun 04 11:58:48 2009,"Please make the boat stand still. Oh wait, I'm still in bed ",please make boat stand still oh wait im still bed
563,1,Sat May 30 21:15:10 2009,@legacy62 nothing too new. Been trying out #rpattz fav beer so we'll have something in common when we start makin babies ,user nothing new trying patty far beer well something common start makin baby
564,1,Sun May 31 09:07:14 2009,"Rafa!Oh well.That sucked,but just a bad day at the office.On to Wimby! ",rafael user suckedbut bad day user jimmy
565,1,Sun May 31 03:44:36 2009,@Stormlite02 Goodmorning girlie  XX,user goodmorning girl xx
566,0,Tue Jun 23 12:42:28 2009,"@Sparkle1980 sounds like a plan and a half! Am free friday, though should really be studying for theory test  or sunday night?",user sound like plan half free friday though really studying theory test sunday night
567,1,Fri Jun 05 16:42:58 2009,"cleaning, watching Benjamin Button, and making some CDs for the luau party tomorrow ",cleaning watching benjamin button making cd luau party tomorrow
568,1,Wed Jun 03 01:58:42 2009,@TheSharkLady ×× ×©× ××× × ××× ,user ×  ×  × © × ×  ×  ×  × ×  ×  × 
569,0,Fri Apr 17 21:50:51 2009,@MCRmuffin yiu are who i want right now  youy make me feel okay!,user you want right you make feel okay
570,1,Sat May 02 23:55:29 2009,@pamdemonium What time is it? ,user time
571,1,Sun May 31 03:38:16 2009,"@Greenwichlad Haha, thanks excellent! Doing dinner for my gran, thought it would be a change from M&amp;S cottage pie! ",user haha thanks excellent dinner gran thought would change map cottage pie
572,0,Sun May 31 11:58:03 2009,not happy anymoree! ,happy anymore
573,0,Sun May 31 04:18:14 2009,"watch chef master, the doctor, unpack our shoping, expense log .. now iroooooning .. hiks ",watch chef master doctor unpack showing expense log iroooooning his
574,0,Sun May 31 06:24:16 2009,Chemistry on Wed and Computing on Thurs  Then... I finish school and never need 2 go back ... oh yeah!! ;),chemistry wed computing thus finish school never need 2 go back oh yeah
575,0,Sun Apr 19 12:16:09 2009,No matter how long i work on homework the list seems to get bigger and not smaller like anticipated ,matter long work homework list seems get bigger smaller like anticipated
576,1,Sat May 16 19:33:55 2009,@corie_michele tell doodie fat guy I said hello ,user tell doodle fat guy said hello
577,1,Mon Jun 15 20:59:09 2009,About to put on my jammies so I can play my guitar and channel surf. ,put jammies play guitar channel surf
578,0,Mon Jun 01 11:38:32 2009,i'm eating chocolate covered pretzels which is reminding me of Mallrats and making me not want to eat them anymore. ,im eating chocolate covered pretzel reminding mallrats making want eat anymore
579,0,Mon Jun 15 08:16:11 2009,"@stephanspiegel Wow, they sound great.- gonna make whatever I pull together this a.m. seem kinda weak in comparison ",user wow sound great gonna make whatever pull together seem kinda weak comparison
580,0,Fri May 29 19:15:14 2009,Ok! You can now click tweets with hyperlinks and it will open the browser  -- mac/windows only ,ok click tweet hyperlink open browser macwindows
581,1,Mon Jun 15 23:22:07 2009,"I swear i will not post such thing in future, hahah! I prefer simple lor, agree? ",swear post thing future haha prefer simple lor agree
582,0,Sun Jun 14 22:54:40 2009,"What a weekend! Talked to the greatest girl ever (she knows who she is), and won a samurai sword!! The Wings loss was the only bad part.  ",weekend talked greatest girl ever know samurai sword wing loss bad part
583,0,Fri Jun 05 23:21:19 2009,"@wilw I miss when The Simpsons was funny... Same thing, really... ",user miss simpson funny thing really
584,0,Sat Jun 20 03:26:45 2009,Shiny new white 32Gb iPhone 3G S unboxing will need to take place later due to other priorities ,shiny new white 32gb iphone 3g boxing need take place later due priority
585,1,Mon May 18 00:02:23 2009,wizards of waverly place ,wizard overly place
586,0,Wed May 27 07:22:12 2009,You Found Me is playing. Again. Damn it. I miss my friend. ,found playing damn miss friend
587,0,Thu Jun 18 20:38:50 2009,my supervisor is driving me f*****g crazy. i missed my buddy tonight at work ,supervisor driving fg crazy missed buddy tonight work
588,1,Sun Jun 07 13:02:41 2009,"New Betting Opportunity. Got a hospital appointment tomorrow. What will I come away with? MRSA, Swine Flu, or something else? ",new betting opportunity got hospital appointment tomorrow come away msa swine flu something else
589,1,Mon Jun 15 12:45:14 2009,@Lauren_Q lol i wish i could hav dont tht instead of goin 2 skool ,user lol wish could hav dont the instead going 2 stool
590,0,Sun May 03 09:00:53 2009,@twitrclectic was gutted when i got to the top couldn't find that hotel u told me was there anywhere? ,user gutted got top couldnt find hotel u told anywhere
591,0,Wed Jun 03 07:11:44 2009,New iPod just arrived! Crap i miss my old one ,new ipod arrived crap miss old one
592,0,Mon May 18 07:14:29 2009,working today ,working today
593,1,Sun Jun 07 03:58:47 2009,hey guys.! just smile ,hey guy smile
594,1,Sun Jun 07 18:05:21 2009,@patyonce NO CRYING on vacation!  Just rejoicing! ,user cry vacation rejoicing
595,1,Fri May 29 07:53:14 2009,'Return on time-investment' for recruiting w/ Twitter doesn't match in-person networking? Wow... someone's smoking a funny cigarette ,return timeinvestment recruiting w twitter doesnt match person networking wow someone smoking funny cigarette
596,0,Thu Jun 25 03:51:50 2009,"I had the worst dreams EVER. attempting to go back to sleep  atleast I have 4 more hours, that makes me feel better.",worst dream ever attempting go back sleep atleast 4 hour make feel better
597,1,Tue Jun 02 02:05:23 2009,"@marshmollow ÐÐ°Ð»Ð¾ ÑÐ¾Ð³Ð¾,Ð¾Ð½Ð¸ Ð¿Ð¾Ð²Ð»Ð¸Ñ?Ð»Ð¸ Ð½Ð° ÑÐ°ÑÐ°ÐºÑÐµÑ Ð¸ ÑÐ°Ð·Ð²Ð¸ÑÐ¸Ðµ. Ð Ð¾Ñ?ÑÐ°Ð½ÑÑÑ?Ñ? Ñ? ÑÐ¾Ð±Ð¾Ð¹ Ð½Ð° Ð²Ñ?Ñ Ð¶Ð¸Ð·Ð½Ñ.ÐÐ½Ð¾Ð³Ð´Ð° Ð±ÑÐ´ÑÑ Ð²Ñ?Ð¿Ð¾Ð¼Ð¸Ð½Ð°ÑÑÑ?Ñ? Ð¸Ð½ÑÐµÑÐµÑ?Ð½ÐµÐ¹ÑÐ¸Ðµ Ð²ÐµÑÐ¸ ",user ð  ð ° ð » ð ¾ ñ  ð ¾ ð ³ ð ¾ ð ¾ ð ½ ð ¸ ð ¿ ð ¾ ð ² ð » ð ¸ ñð » ð ¸ ð ½ ð ° ñ ð ° ñ  ð ° ðºñ  ðµñ  ð ¸ ñ  ð ° ð · ð ² ð ¸ ñ  ð ¸ ðµ ð  ð ¾ ññ  ð ° ð ½ ñ  ñ  ññ ñ ñ  ð ¾ ð ± ð ¾ ð ¹ ð ½ ð ° ð ² ññ  ð ¶ ð ¸ ð · ð ½ ñ  ð  ð ½ ð ¾ ð ³ ð ´ ð ° ð ± ñ  ð ´ ñ  ñ  ð ² ñð ¿ ð ¾ ð ¼ ð ¸ ð ½ ð ° ñ  ñ  ññ ð ¸ ð ½ ñ  ðµñ  ðµñð ½ ðµð ¹ ñ  ð ¸ ðµ ð ² ðµñ  ð ¸
598,0,Sun May 31 11:13:34 2009,"#ThingsIHate - When I Been Waiting To Watch Something For 2 Weeks, But I Miss The Show .. Happened Las Night .. ",thingsihate waiting watch something 2 week miss show happened la night
599,0,Mon Jun 22 15:43:54 2009,has no internet or cable and doesn't know when i will. ,internet cable doesnt know
600,0,Fri Jun 05 19:50:54 2009,"@varyable Tests are evil.   @chittastic Me too, I'm having instant Okinawan yakisoba.",user test evil user im instant okinawan yakisoba
601,0,Mon Jun 01 04:01:53 2009,I'm tired n lazy  wish i was not,im tired n lazy wish
602,0,Fri May 01 21:54:07 2009,is crying over her fancy sun glasses...they're gone... ,cry fancy sun glassestheyre gone
603,1,Sun May 31 19:03:18 2009,@lisbethh FINALY ,user final
604,1,Sat May 30 04:17:32 2009,Feeling a little better thanks to the babe he always seem to cheer me up ,feeling little better thanks babe always seem cheer
605,1,Sat May 02 03:46:29 2009,@tiphereth Ta. Must be new profile pic day.  Thailand top of holiday list so far. Not for a few months though - probably a winter escape.,user ta must new profile pic day thailand top holiday list far month though probably winter escape
606,0,Thu Jun 25 04:44:25 2009,countdown to t'hawk: 1 week!!!! yayyyy. comm health all day ,countdown thank 1 week yyyy comm health day
607,1,Sun May 31 10:21:47 2009,@CC_Cassin helluva idea. ,user helluva idea
608,1,Sun May 17 11:48:35 2009,"Red Rock Cafe, Mountain View is AWESOME! So peaceful, work friendly. ",red rock cafe mountain view awesome peaceful work friendly
609,0,Tue Jun 23 15:35:38 2009,just took a hot relaxing bubble bath. now about to go babysit . ,took hot relaxing bubble bath go babysit
610,1,Fri May 22 07:54:03 2009,just watched a dvd. gosh it was exciting ,watched dvd josh exciting
611,1,Sun May 17 11:53:49 2009,okay! well I will work on my accent and pretend to be your mom! ,okay well work accent pretend mom
612,0,Sat Jun 20 17:33:36 2009,Wishing I was with maryyyyyy ,wishing maryyyyyy
613,1,Sun Apr 19 01:37:40 2009,"totall weirdness with Softmachine,I think it's awesome  ? http://blip.fm/~4kokb",total weirdness softmachinei think awesome user
614,0,Sun May 31 08:01:14 2009,@ NiraiHiFi did Emma try calling? I called back but I think her skype was off ,niraihifi emma try calling called back think style
615,1,Mon Jun 01 10:06:12 2009,@kylebice is going to have art for the superman celebration and I'm not! ,user going art superman celebration im
616,1,Sun Jun 14 14:34:24 2009,enjoy her conversation with mariya. sigh...happiness ,enjoy conversation maria sighhappiness
617,1,Sun May 17 11:13:29 2009,- @jerrybattiste &quot;..pick up some flowers for the teacher..&quot; I'm jealous! I want flowers without having to be in the hospital to get them! ,user quotpick flower teacherquot im jealous want flower without hospital get
618,0,Sat Jun 06 20:19:25 2009,it`s really tommorow. ,really tomorrow
619,0,Mon Jun 01 19:14:04 2009,my back hurts like hell ,back hurt like hell
620,1,Mon Jun 01 09:01:29 2009,.@7_of_Nine OOC:  You're awesome.  ,user doc youre awesome
621,1,Fri May 29 19:26:43 2009,"i once again shall say the contest, who do u tihnk is the best looking person in school? who is ur secret crush hmm? i say we find out ",shall say contest u think best looking person school ur secret crush hmm say find
622,1,Sun May 17 11:48:35 2009,"@fivejs Yeah, I've thought about doing that, but I just don't think it's worth it so far. Every little bit helps, though, right? ",user yeah ive thought dont think worth far every little bit help though right
623,1,Sun May 03 08:51:17 2009,new phonee. tis the most beautiful piece of technology i've ever seen ,new phone ti beautiful piece technology ive ever seen
