,LABEL,DATE_TIME,TEXT,sentence_count,token_count,tokens,words_starting_with_vowel,words_starting_with_consonant,UserNames,UserNamesCounts,URLs,URLCounts,Day
599,0,Mon Jun 22 15:43:54 2009,has no internet or cable and doesn't know when i will. ,1,12,"['has', 'no', 'internet', 'or', 'cable', 'and', ""doesn't"", 'know', 'when', 'i', 'will', '.']",4,6,[],0,[],0,Mon
600,0,Fri Jun 05 19:50:54 2009,"@varyable Tests are evil.   @chittastic Me too, I'm having instant Okinawan yakisoba.",1,14,"['@varyable', 'Tests', 'are', 'evil', '.', '@chittastic', 'Me', 'too,', ""I'm"", 'having', 'instant', 'Okinawan', 'yakisoba', '.']",5,5,"['@varyable', '@chittastic']",2,[],0,Fri
601,0,Mon Jun 01 04:01:53 2009,I'm tired n lazy  wish i was not,1,8,"[""I'm"", 'tired', 'n', 'lazy', 'wish', 'i', 'was', 'not']",2,6,[],0,[],0,Mon
602,0,Fri May 01 21:54:07 2009,is crying over her fancy sun glasses...they're gone... ,1,11,"['is', 'crying', 'over', 'her', 'fancy', 'sun', 'glasses', '...', ""they're"", 'gone', '...']",2,6,[],0,[],0,Fri
603,1,Sun May 31 19:03:18 2009,@lisbethh FINALY ,1,2,"['@lisbethh', 'FINALY']",0,1,['@lisbethh'],1,[],0,Sun
604,1,Sat May 30 04:17:32 2009,Feeling a little better thanks to the babe he always seem to cheer me up ,1,15,"['Feeling', 'a', 'little', 'better', 'thanks', 'to', 'the', 'babe', 'he', 'always', 'seem', 'to', 'cheer', 'me', 'up']",3,11,[],0,[],0,Sat
605,1,Sat May 02 03:46:29 2009,@tiphereth Ta. Must be new profile pic day.  Thailand top of holiday list so far. Not for a few months though - probably a winter escape.,7,30,"['@tiphereth', 'Ta', '.', 'Must', 'be', 'new', 'profile', 'pic', 'day', '.', 'Thailand', 'top', 'of', 'holiday', 'list', 'so', 'far', '.', 'Not', 'for', 'a', 'few', 'months', 'though', '-', 'probably', 'a', 'winter', 'escape', '.']",4,20,['@tiphereth'],1,[],0,Sat
606,0,Thu Jun 25 04:44:25 2009,countdown to t'hawk: 1 week!!!! yayyyy. comm health all day ,2,12,"['countdown', 'to', ""t'hawk:"", '1', 'week', '!!!!', 'yayyyy', '.', 'comm', 'health', 'all', 'day']",1,7,[],0,[],0,Thu
607,1,Sun May 31 10:21:47 2009,@CC_Cassin helluva idea. ,1,4,"['@CC_Cassin', 'helluva', 'idea', '.']",1,1,['@CC_Cassin'],1,[],0,Sun
608,1,Sun May 17 11:48:35 2009,"Red Rock Cafe, Mountain View is AWESOME! So peaceful, work friendly. ",2,13,"['Red', 'Rock', 'Cafe,', 'Mountain', 'View', 'is', 'AWESOME', '!', 'So', 'peaceful,', 'work', 'friendly', '.']",2,8,[],0,[],0,Sun
609,0,Tue Jun 23 15:35:38 2009,just took a hot relaxing bubble bath. now about to go babysit . ,1,14,"['just', 'took', 'a', 'hot', 'relaxing', 'bubble', 'bath', '.', 'now', 'about', 'to', 'go', 'babysit', '.']",2,9,[],0,[],0,Tue
610,1,Fri May 22 07:54:03 2009,just watched a dvd. gosh it was exciting ,1,9,"['just', 'watched', 'a', 'dvd', '.', 'gosh', 'it', 'was', 'exciting']",3,4,[],0,[],0,Fri
611,1,Sun May 17 11:53:49 2009,okay! well I will work on my accent and pretend to be your mom! ,2,16,"['okay', '!', 'well', 'I', 'will', 'work', 'on', 'my', 'accent', 'and', 'pretend', 'to', 'be', 'your', 'mom', '!']",5,9,[],0,[],0,Sun
612,0,Sat Jun 20 17:33:36 2009,Wishing I was with maryyyyyy ,1,5,"['Wishing', 'I', 'was', 'with', 'maryyyyyy']",1,3,[],0,[],0,Sat
613,1,Sun Apr 19 01:37:40 2009,"totall weirdness with Softmachine,I think it's awesome  ? http://blip.fm/~4kokb",2,9,"['totall', 'weirdness', 'with', 'Softmachine,I', 'think', ""it's"", 'awesome', '?', 'http://blip.fm/~4kokb']",3,5,[],0,['http://blip.fm/~4kokb'],1,Sun
614,0,Sun May 31 08:01:14 2009,@ NiraiHiFi did Emma try calling? I called back but I think her skype was off ,2,17,"['@', 'NiraiHiFi', 'did', 'Emma', 'try', 'calling', '?', 'I', 'called', 'back', 'but', 'I', 'think', 'her', 'skype', 'was', 'off']",4,11,[],0,[],0,Sun
615,1,Mon Jun 01 10:06:12 2009,@kylebice is going to have art for the superman celebration and I'm not! ,1,14,"['@kylebice', 'is', 'going', 'to', 'have', 'art', 'for', 'the', 'superman', 'celebration', 'and', ""I'm"", 'not', '!']",4,8,['@kylebice'],1,[],0,Mon
616,1,Sun Jun 14 14:34:24 2009,enjoy her conversation with mariya. sigh...happiness ,1,9,"['enjoy', 'her', 'conversation', 'with', 'mariya', '.', 'sigh', '...', 'happiness']",1,5,[],0,[],0,Sun
617,1,Sun May 17 11:13:29 2009,- @jerrybattiste &quot;..pick up some flowers for the teacher..&quot; I'm jealous! I want flowers without having to be in the hospital to get them! ,2,30,"['-', '@jerrybattiste', '&quot;', '..', 'pick', 'up', 'some', 'flowers', 'for', 'the', 'teacher', '..', '&quot;', ""I'm"", 'jealous', '!', 'I', 'want', 'flowers', 'without', 'having', 'to', 'be', 'in', 'the', 'hospital', 'to', 'get', 'them', '!']",4,17,['@jerrybattiste'],1,[],0,Sun
618,0,Sat Jun 06 20:19:25 2009,it`s really tommorow. ,1,4,"['it`s', 'really', 'tommorow', '.']",1,2,[],0,[],0,Sat
619,0,Mon Jun 01 19:14:04 2009,my back hurts like hell ,1,5,"['my', 'back', 'hurts', 'like', 'hell']",0,4,[],0,[],0,Mon
620,1,Mon Jun 01 09:01:29 2009,.@7_of_Nine OOC:  You're awesome.  ,1,6,"['@7_of_Nine', '.', 'OOC:', ""You're"", 'awesome', '.']",2,1,['@7_of_Nine'],1,[],0,Mon
621,1,Fri May 29 19:26:43 2009,"i once again shall say the contest, who do u tihnk is the best looking person in school? who is ur secret crush hmm? i say we find out ",3,31,"['i', 'once', 'again', 'shall', 'say', 'the', 'contest,', 'who', 'do', 'u', 'tihnk', 'is', 'the', 'best', 'looking', 'person', 'in', 'school', '?', 'who', 'is', 'ur', 'secret', 'crush', 'hmm', '?', 'i', 'say', 'we', 'find', 'out']",10,19,[],0,[],0,Fri
622,1,Sun May 17 11:48:35 2009,"@fivejs Yeah, I've thought about doing that, but I just don't think it's worth it so far. Every little bit helps, though, right? ",3,25,"['@fivejs', 'Yeah,', ""I've"", 'thought', 'about', 'doing', 'that,', 'but', 'I', 'just', ""don't"", 'think', ""it's"", 'worth', 'it', 'so', 'far', '.', 'Every', 'little', 'bit', 'helps,', 'though,', 'right', '?']",6,16,['@fivejs'],1,[],0,Sun
623,1,Sun May 03 08:51:17 2009,new phonee. tis the most beautiful piece of technology i've ever seen ,1,13,"['new', 'phonee', '.', 'tis', 'the', 'most', 'beautiful', 'piece', 'of', 'technology', ""i've"", 'ever', 'seen']",3,8,[],0,[],0,Sun
624,0,Sun May 31 13:20:58 2009,I've just had an hour of free lazerquest because the place closes down tomorrow ,1,14,"[""I've"", 'just', 'had', 'an', 'hour', 'of', 'free', 'lazerquest', 'because', 'the', 'place', 'closes', 'down', 'tomorrow']",3,11,[],0,[],0,Sun
625,1,Fri May 29 12:03:32 2009,THE BEST DAY - TAYLOR SWIFT. Dedicated to my mommy ,3,11,"['THE', 'BEST', 'DAY', '-', 'TAYLOR', 'SWIFT', '.', 'Dedicated', 'to', 'my', 'mommy']",0,8,[],0,[],0,Fri
626,1,Wed Jun 03 10:27:35 2009,been school been shopping now it time for a rest  x,1,11,"['been', 'school', 'been', 'shopping', 'now', 'it', 'time', 'for', 'a', 'rest', 'x']",2,8,[],0,[],0,Wed
627,0,Mon Jun 15 18:07:21 2009,@cre8tivkj  that's pretty messed up...sounds like you may have to pull some all nighters ,1,16,"['@cre8tivkj', ""that's"", 'pretty', 'messed', 'up', '...', 'sounds', 'like', 'you', 'may', 'have', 'to', 'pull', 'some', 'all', 'nighters']",2,11,['@cre8tivkj'],1,[],0,Mon
628,1,Mon Jun 01 17:36:11 2009,"@theneener Cash in a favor and send a friend to go get you ibuprofen! If I could twitter it to you, I would. ",2,25,"['@theneener', 'Cash', 'in', 'a', 'favor', 'and', 'send', 'a', 'friend', 'to', 'go', 'get', 'you', 'ibuprofen', '!', 'If', 'I', 'could', 'twitter', 'it', 'to', 'you,', 'I', 'would', '.']",9,13,['@theneener'],1,[],0,Mon
629,0,Sun May 03 16:33:03 2009,Lunch breaks are boring. ,1,5,"['Lunch', 'breaks', 'are', 'boring', '.']",1,2,[],0,[],0,Sun
630,0,Fri Jun 19 13:05:27 2009,@bradley__reid Money is the reason.   As is in many things in life. It will forever be &quot;The Jake&quot; to me!,5,23,"['@bradley__reid', 'Money', 'is', 'the', 'reason', '.', 'As', 'is', 'in', 'many', 'things', 'in', 'life', '.', 'It', 'will', 'forever', 'be', '&quot;The', 'Jake&quot;', 'to', 'me', '!']",6,12,['@bradley__reid'],1,[],0,Fri
631,1,Sun Jun 07 08:54:55 2009,@lisaconnell Ah it's all good Lisa glad you had a photo shoot nonetheless - should boost your awareness with the public too  Thanks again!,1,25,"['@lisaconnell', 'Ah', ""it's"", 'all', 'good', 'Lisa', 'glad', 'you', 'had', 'a', 'photo', 'shoot', 'nonetheless', '-', 'should', 'boost', 'your', 'awareness', 'with', 'the', 'public', 'too', 'Thanks', 'again', '!']",6,16,['@lisaconnell'],1,[],0,Sun
632,1,Sun May 31 10:25:38 2009,@Red_Dust I will ,1,3,"['@Red_Dust', 'I', 'will']",1,1,['@Red_Dust'],1,[],0,Sun
633,0,Fri May 22 03:23:21 2009,"Parsley stalks don't have a lot of strength and integrity, i found this out the hard way - they've been blown to buggery ",1,23,"['Parsley', 'stalks', ""don't"", 'have', 'a', 'lot', 'of', 'strength', 'and', 'integrity,', 'i', 'found', 'this', 'out', 'the', 'hard', 'way', '-', ""they've"", 'been', 'blown', 'to', 'buggery']",6,15,[],0,[],0,Fri
634,0,Fri Jun 05 09:07:16 2009,"@MakeupBag I'm freaked out by them,but I might go for a touch in the crows feet now forming around my eyes ",1,21,"['@MakeupBag', ""I'm"", 'freaked', 'out', 'by', 'them,but', 'I', 'might', 'go', 'for', 'a', 'touch', 'in', 'the', 'crows', 'feet', 'now', 'forming', 'around', 'my', 'eyes']",7,13,['@MakeupBag'],1,[],0,Fri
635,1,Fri May 29 22:12:18 2009,I just learned how to play broken hands on my guitar 2 in a row ,1,15,"['I', 'just', 'learned', 'how', 'to', 'play', 'broken', 'hands', 'on', 'my', 'guitar', '2', 'in', 'a', 'row']",4,10,[],0,[],0,Fri
636,0,Mon Jun 01 17:27:09 2009,"@marinadepp i'm serious, please call me anytime, i will be up...luv ya ",1,14,"['@marinadepp', ""i'm"", 'serious,', 'please', 'call', 'me', 'anytime,', 'i', 'will', 'be', 'up', '...', 'luv', 'ya']",4,7,['@marinadepp'],1,[],0,Mon
637,0,Tue Jun 16 16:10:11 2009,"well, night night folks, back to the 'w' place tomorrow ",1,10,"['well,', 'night', 'night', 'folks,', 'back', 'to', 'the', ""'w'"", 'place', 'tomorrow']",0,8,[],0,[],0,Tue
638,1,Mon May 18 07:41:05 2009,"thanx all 4 following me, re-following, &amp; excepting ",1,8,"['thanx', 'all', '4', 'following', 'me,', 're-following,', '&amp;', 'excepting']",3,3,[],0,[],0,Mon
639,0,Tue Jun 16 07:59:10 2009,I can't find the box of tissues..  Doctor later..finally!! ,3,13,"['I', ""can't"", 'find', 'the', 'box', 'of', 'tissues', '..', 'Doctor', 'later', '..', 'finally', '!!']",2,7,[],0,[],0,Tue
640,1,Mon Jun 15 06:35:32 2009,@pauljholden Brave man - how many thousands and thousands of kids are there? ,1,14,"['@pauljholden', 'Brave', 'man', '-', 'how', 'many', 'thousands', 'and', 'thousands', 'of', 'kids', 'are', 'there', '?']",3,8,['@pauljholden'],1,[],0,Mon
641,1,Tue Jun 02 03:09:13 2009,@anniemacdj Wow that's really cool - I want a pair! ,1,11,"['@anniemacdj', 'Wow', ""that's"", 'really', 'cool', '-', 'I', 'want', 'a', 'pair', '!']",3,6,['@anniemacdj'],1,[],0,Tue
642,0,Wed Jun 17 21:05:28 2009,why wont it work ,1,4,"['why', 'wont', 'it', 'work']",1,2,[],0,[],0,Wed
643,1,Wed Jun 03 04:32:07 2009,@IndraIrwan It's your birthday? Happy birthday! ,2,8,"['@IndraIrwan', ""It's"", 'your', 'birthday', '?', 'Happy', 'birthday', '!']",2,4,['@IndraIrwan'],1,[],0,Wed
644,1,Tue Jun 02 13:20:47 2009,"train approaching Manchester Picadilly, tweet y'all from da hotel ",1,9,"['train', 'approaching', 'Manchester', 'Picadilly,', 'tweet', ""y'all"", 'from', 'da', 'hotel']",2,7,[],0,[],0,Tue
645,0,Mon Jun 15 17:48:39 2009,"@Capcom_Unity I'll take them on MvC2...that game is so fun, but so hard to find  I finally got myself a copy a little while ago",1,27,"['@Capcom_Unity', ""I'll"", 'take', 'them', 'on', 'MvC2', '...', 'that', 'game', 'is', 'so', 'fun,', 'but', 'so', 'hard', 'to', 'find', 'I', 'finally', 'got', 'myself', 'a', 'copy', 'a', 'little', 'while', 'ago']",7,17,['@Capcom_Unity'],1,[],0,Mon
646,1,Tue Jun 02 05:30:05 2009,"I've been picked up to Verseghy, my secondary school... fuckin cool ",1,12,"[""I've"", 'been', 'picked', 'up', 'to', 'Verseghy,', 'my', 'secondary', 'school', '...', 'fuckin', 'cool']",2,9,[],0,[],0,Tue
647,0,Sun May 31 08:33:40 2009,Thinks smoked-salmon flavored cream cheese w/ my Sunday morning bagel is good but cannot compare to real Lox (+ still stung by Cavs' loss ,1,24,"['Thinks', 'smoked-salmon', 'flavored', 'cream', 'cheese', 'w/', 'my', 'Sunday', 'morning', 'bagel', 'is', 'good', 'but', 'cannot', 'compare', 'to', 'real', 'Lox', '(+', 'still', 'stung', 'by', ""Cavs'"", 'loss']",1,21,[],0,[],0,Sun
648,0,Mon Jun 15 15:23:20 2009,"@Stefni127 I'm knackered tho, got college at 9am ",1,8,"['@Stefni127', ""I'm"", 'knackered', 'tho,', 'got', 'college', 'at', '9am']",2,4,['@Stefni127'],1,[],0,Mon
649,0,Sun May 03 08:24:21 2009,sunday= homework day ,1,3,"['sunday=', 'homework', 'day']",0,2,[],0,[],0,Sun
650,1,Fri Jun 05 22:43:09 2009,@Dani_H ...and &quot;too mean?&quot; Bring it on. I'm not easily offended. Thanks for the support Girlfriend!  ,6,22,"['@Dani_H', '...', 'and', '&quot;too', 'mean', '?', '&quot;', 'Bring', 'it', 'on', '.', ""I'm"", 'not', 'easily', 'offended', '.', 'Thanks', 'for', 'the', 'support', 'Girlfriend', '!']",6,8,['@Dani_H'],1,[],0,Fri
651,1,Mon Jun 01 13:24:10 2009,going to bed . ,1,4,"['going', 'to', 'bed', '.']",0,2,[],0,[],0,Mon
652,1,Wed Jun 03 01:58:45 2009,@XGraceStAcKX naww thanks  x,1,4,"['@XGraceStAcKX', 'naww', 'thanks', 'x']",0,3,['@XGraceStAcKX'],1,[],0,Wed
653,0,Thu May 14 04:45:44 2009,@ajmennuti http://twitpic.com/54r0g - wow it looks the same!  sorry I couldn't do it( lesson here: don't have kids),2,19,"['@ajmennuti', 'http://twitpic.com/54r0g', '-', 'wow', 'it', 'looks', 'the', 'same', '!', 'sorry', 'I', ""couldn't"", 'do', 'it(', 'lesson', 'here:', ""don't"", 'have', 'kids)']",4,13,['@ajmennuti'],1,['http://twitpic.com/54r0g'],1,Thu
654,0,Thu Jun 25 10:08:02 2009,What're we doing?! ,1,4,"[""What're"", 'we', 'doing', '?!']",0,2,[],0,[],0,Thu
655,0,Thu Jun 25 04:39:18 2009,@BoobiKitti well i can - cant have both so have to choose one! ,1,14,"['@BoobiKitti', 'well', 'i', 'can', '-', 'cant', 'have', 'both', 'so', 'have', 'to', 'choose', 'one', '!']",2,9,['@BoobiKitti'],1,[],0,Thu
656,1,Fri May 29 22:44:37 2009,I MADE IT LOOK GOOOOD! ,1,6,"['I', 'MADE', 'IT', 'LOOK', 'GOOOOD', '!']",2,3,[],0,[],0,Fri
657,1,Sun May 31 02:22:25 2009,"back from senayan city, met my elementary school in there, happy ",1,11,"['back', 'from', 'senayan', 'city,', 'met', 'my', 'elementary', 'school', 'in', 'there,', 'happy']",2,8,[],0,[],0,Sun
658,0,Mon Jun 01 23:58:52 2009,BoBy is boring .. no one play with me  http://apps.facebook.com/dogbook/profile/view/6391349,1,10,"['BoBy', 'is', 'boring', '..', 'no', 'one', 'play', 'with', 'me', 'http://apps.facebook.com/dogbook/profile/view/6391349']",3,6,[],0,['http://apps.facebook.com/dogbook/profile/view/6391349'],1,Mon
659,1,Fri Jun 05 16:24:40 2009,"wow, for standing up to the FAKE kristen stewart, i got 4 more followers...thanks to all new followers and hope you like my updates ",1,26,"['wow,', 'for', 'standing', 'up', 'to', 'the', 'FAKE', 'kristen', 'stewart,', 'i', 'got', '4', 'more', 'followers', '...', 'thanks', 'to', 'all', 'new', 'followers', 'and', 'hope', 'you', 'like', 'my', 'updates']",5,17,[],0,[],0,Fri
660,1,Sun Jun 07 06:39:33 2009,@janw75  Same to you!  Happy Sunday!,2,8,"['@janw75', 'Same', 'to', 'you', '!', 'Happy', 'Sunday', '!']",0,5,['@janw75'],1,[],0,Sun
661,0,Wed Jun 17 21:41:02 2009,"@Emmetjuh App store seems to be working here in France, the iTunes music store however seemed to be down when I tried earlier today ",1,24,"['@Emmetjuh', 'App', 'store', 'seems', 'to', 'be', 'working', 'here', 'in', 'France,', 'the', 'iTunes', 'music', 'store', 'however', 'seemed', 'to', 'be', 'down', 'when', 'I', 'tried', 'earlier', 'today']",6,18,['@Emmetjuh'],1,[],0,Wed
662,1,Sat May 30 10:58:33 2009,"Bored of twittering all day? Go volunteer, help the less fortunate! Do something  u can twitter on ur cell anyways lol",3,23,"['Bored', 'of', 'twittering', 'all', 'day', '?', 'Go', 'volunteer,', 'help', 'the', 'less', 'fortunate', '!', 'Do', 'something', 'u', 'can', 'twitter', 'on', 'ur', 'cell', 'anyways', 'lol']",6,14,[],0,[],0,Sat
663,0,Sun May 31 08:57:52 2009,NADAL IS OUT OF FRENCH OPEN!!! WHY DID YOU DO THIS TO ME RAFA!!!  Guess i jump on the Rog Fed band wagon!! ,3,26,"['NADAL', 'IS', 'OUT', 'OF', 'FRENCH', 'OPEN', '!!!', 'WHY', 'DID', 'YOU', 'DO', 'THIS', 'TO', 'ME', 'RAFA', '!!!', 'Guess', 'i', 'jump', 'on', 'the', 'Rog', 'Fed', 'band', 'wagon', '!!']",6,16,[],0,[],0,Sun
664,1,Tue Jun 16 08:16:33 2009,"Co-workers gave me card and money for graduation- none of them use twitter, but just in case- thx again! ",1,20,"['Co-workers', 'gave', 'me', 'card', 'and', 'money', 'for', 'graduation-', 'none', 'of', 'them', 'use', 'twitter,', 'but', 'just', 'in', 'case-', 'thx', 'again', '!']",5,13,[],0,[],0,Tue
665,0,Thu Jun 18 14:32:31 2009,so sad I had to take my bellybutton ring off  got infected!,1,13,"['so', 'sad', 'I', 'had', 'to', 'take', 'my', 'bellybutton', 'ring', 'off', 'got', 'infected', '!']",3,8,[],0,[],0,Thu
666,0,Sun May 17 00:03:38 2009,"@TaliyAllTimeLow oh yeah, cold case is quite the win. i also likeee pokemon! i just wish it was still on.. ",2,23,"['@TaliyAllTimeLow', 'oh', 'yeah,', 'cold', 'case', 'is', 'quite', 'the', 'win', '.', 'i', 'also', 'likeee', 'pokemon', '!', 'i', 'just', 'wish', 'it', 'was', 'still', 'on', '..']",7,12,['@TaliyAllTimeLow'],1,[],0,Sun
667,0,Tue Jun 16 10:50:50 2009,ow...shot down... ,1,5,"['ow', '...', 'shot', 'down', '...']",1,1,[],0,[],0,Tue
668,0,Sun May 31 06:18:56 2009,@DestinyHope92 lol Samee !! My stupid teacher told us all to make a book for kidss . I'm still on pagee 4 of 20 xD Eww HW&lt;//3 ,4,27,"['@DestinyHope92', 'lol', 'Samee', '!!', 'My', 'stupid', 'teacher', 'told', 'us', 'all', 'to', 'make', 'a', 'book', 'for', 'kidss', '.', ""I'm"", 'still', 'on', 'pagee', '4', 'of', '20', 'xD', 'Eww', 'HW&lt;//3']",7,15,['@DestinyHope92'],1,[],0,Sun
669,0,Mon Jun 01 20:26:25 2009,i really miss photoshop ,1,4,"['i', 'really', 'miss', 'photoshop']",1,3,[],0,[],0,Mon
670,0,Fri May 22 05:22:34 2009,#webDU is over  #webinale in Berlin next. Also: 3./4. Juni in Heidelberg - 2 days of AIR training. Interested? DM me!!!!,7,28,"['#webDU', 'is', 'over', '#webinale', 'in', 'Berlin', 'next', '.', 'Also:', '3', '.', '/4', '.', 'Juni', 'in', 'Heidelberg', '-', '2', 'days', 'of', 'AIR', 'training', '.', 'Interested', '?', 'DM', 'me', '!!!!']",8,8,[],0,[],0,Fri
671,1,Sat May 30 23:25:16 2009,"lots of time doing nothing and in bed seems to be doing the trick. still coughing, but sore throat abating. feeling much better ",1,25,"['lots', 'of', 'time', 'doing', 'nothing', 'and', 'in', 'bed', 'seems', 'to', 'be', 'doing', 'the', 'trick', '.', 'still', 'coughing,', 'but', 'sore', 'throat', 'abating', '.', 'feeling', 'much', 'better']",4,18,[],0,[],0,Sat
672,0,Mon Jun 01 11:00:38 2009,@welcometogower thats a sad nature reserve post ,1,7,"['@welcometogower', 'thats', 'a', 'sad', 'nature', 'reserve', 'post']",1,5,['@welcometogower'],1,[],0,Mon
673,0,Sun May 10 19:20:08 2009,kayaked for five hours today on the lake with mom. got the sunburn from hell. my skin is on FIRE! i may die. time for more aloe.  ,2,32,"['kayaked', 'for', 'five', 'hours', 'today', 'on', 'the', 'lake', 'with', 'mom', '.', 'got', 'the', 'sunburn', 'from', 'hell', '.', 'my', 'skin', 'is', 'on', 'FIRE', '!', 'i', 'may', 'die', '.', 'time', 'for', 'more', 'aloe', '.']",5,21,[],0,[],0,Sun
674,1,Mon Jun 01 05:22:01 2009,i found zoo tycoon 2! now i'm going to play it ,2,12,"['i', 'found', 'zoo', 'tycoon', '2', '!', 'now', ""i'm"", 'going', 'to', 'play', 'it']",3,7,[],0,[],0,Mon
675,0,Fri May 22 07:27:24 2009,docs signed me off with stress.... had another one of those stupid silly freakin panic attacks this morning ,1,19,"['docs', 'signed', 'me', 'off', 'with', 'stress', '....', 'had', 'another', 'one', 'of', 'those', 'stupid', 'silly', 'freakin', 'panic', 'attacks', 'this', 'morning']",5,12,[],0,[],0,Fri
676,0,Mon Jun 01 10:45:17 2009,@alarmvsme You're not the only 1. Several more of my friends were laid off in PHX today. ,3,19,"['@alarmvsme', ""You're"", 'not', 'the', 'only', '1', '.', 'Several', 'more', 'of', 'my', 'friends', 'were', 'laid', 'off', 'in', 'PHX', 'today', '.']",5,11,['@alarmvsme'],1,[],0,Mon
677,1,Sun Apr 19 02:17:52 2009,Uh oh.you're really cute.! ,1,7,"['Uh', 'oh', '.', ""you're"", 'really', 'cute', '.!']",2,2,[],0,[],0,Sun
678,1,Sun May 03 22:16:48 2009,@Nancecy in a few days I will  I'm experiencing that whole 'law is a jealous  mistess' thing! It is so not cool!,2,24,"['@Nancecy', 'in', 'a', 'few', 'days', 'I', 'will', ""I'm"", 'experiencing', 'that', 'whole', ""'law"", 'is', 'a', 'jealous', ""mistess'"", 'thing', '!', 'It', 'is', 'so', 'not', 'cool', '!']",9,11,['@Nancecy'],1,[],0,Sun
679,0,Sat Jun 20 17:26:48 2009,Did sooo much shopping today. Hooray for pantie shopping! Still haven't found my dream bathing suit though ,4,19,"['Did', 'sooo', 'much', 'shopping', 'today', '.', 'Hooray', 'for', 'pantie', 'shopping', '!', 'Still', ""haven't"", 'found', 'my', 'dream', 'bathing', 'suit', 'though']",0,16,[],0,[],0,Sat
680,0,Fri Jun 05 13:03:43 2009,"one of the hardest choices i ever hav 2 make, do i stay and go for the internship, or go home, get a job asap? considering how skint i am ",2,31,"['one', 'of', 'the', 'hardest', 'choices', 'i', 'ever', 'hav', '2', 'make,', 'do', 'i', 'stay', 'and', 'go', 'for', 'the', 'internship,', 'or', 'go', 'home,', 'get', 'a', 'job', 'asap', '?', 'considering', 'how', 'skint', 'i', 'am']",12,17,[],0,[],0,Fri
681,1,Fri May 01 22:46:03 2009,Ahhh once again a great and crazy night ,1,8,"['Ahhh', 'once', 'again', 'a', 'great', 'and', 'crazy', 'night']",5,3,[],0,[],0,Fri
682,1,Tue Jun 16 08:32:41 2009,SissyDawnie: @CokieTheCat - Marvelous on 10 cancer-free years!!!!! YAY!! *** Thanks! Yeah. We're all pretty psyched about that! ,6,23,"['SissyDawnie:', '@CokieTheCat', '-', 'Marvelous', 'on', '10', 'cancer-free', 'years', '!!!!!', 'YAY', '!!', '***', 'Thanks', '!', 'Yeah', '.', ""We're"", 'all', 'pretty', 'psyched', 'about', 'that', '!']",3,10,['@CokieTheCat'],1,[],0,Tue
683,0,Tue Jun 16 08:26:28 2009,ok so the cutest puppy in the world needs dental work...      at least she doesnt have business interviews to go to!!!!,1,23,"['ok', 'so', 'the', 'cutest', 'puppy', 'in', 'the', 'world', 'needs', 'dental', 'work', '...', 'at', 'least', 'she', 'doesnt', 'have', 'business', 'interviews', 'to', 'go', 'to', '!!!!']",4,17,[],0,[],0,Tue
684,1,Sun Jun 07 14:39:19 2009,"@roundgoldfish1 LOL I would never say that about Julie. Shes my best friend  lol But yeah, I have 2 little sisters and they are annoying",3,26,"['@roundgoldfish1', 'LOL', 'I', 'would', 'never', 'say', 'that', 'about', 'Julie', '.', 'Shes', 'my', 'best', 'friend', 'lol', 'But', 'yeah,', 'I', 'have', '2', 'little', 'sisters', 'and', 'they', 'are', 'annoying']",6,17,['@roundgoldfish1'],1,[],0,Sun
685,0,Thu Jun 18 22:47:35 2009,@MommaSalty All the fucking time. That's why it takes me so long ,3,13,"['@MommaSalty', 'All', 'the', 'fucking', 'time', '.', ""That's"", 'why', 'it', 'takes', 'me', 'so', 'long']",2,9,['@MommaSalty'],1,[],0,Thu
686,1,Mon Jun 15 22:13:35 2009,"just watched my sister's sim wedding, wow... kinda craving guitar hero right now! and coffee ",2,17,"['just', 'watched', 'my', ""sister's"", 'sim', 'wedding,', 'wow', '...', 'kinda', 'craving', 'guitar', 'hero', 'right', 'now', '!', 'and', 'coffee']",1,13,[],0,[],0,Mon
687,1,Sun Jun 07 20:13:08 2009,"@lilcdawg can't stop listening to listen http://tinyurl.com/pboph6 in my opinion, better than the original ",1,14,"['@lilcdawg', ""can't"", 'stop', 'listening', 'to', 'listen', 'http://tinyurl.com/pboph6', 'in', 'my', 'opinion,', 'better', 'than', 'the', 'original']",3,10,['@lilcdawg'],1,['http://tinyurl.com/pboph6'],1,Sun
688,0,Mon Apr 20 07:54:05 2009,breaking a toe is no way to start off a monday! ouch ,2,13,"['breaking', 'a', 'toe', 'is', 'no', 'way', 'to', 'start', 'off', 'a', 'monday', '!', 'ouch']",5,6,[],0,[],0,Mon
689,1,Fri May 22 03:29:51 2009,@grahamwgreen a ripple of quiet applause makes it's way across our fair county...  ,1,14,"['@grahamwgreen', 'a', 'ripple', 'of', 'quiet', 'applause', 'makes', ""it's"", 'way', 'across', 'our', 'fair', 'county', '...']",6,6,['@grahamwgreen'],1,[],0,Fri
690,1,Sun Jun 07 05:54:52 2009,Just swam in an empty swimming pool in Manchester. 354 mile drive home now ,1,15,"['Just', 'swam', 'in', 'an', 'empty', 'swimming', 'pool', 'in', 'Manchester', '.', '354', 'mile', 'drive', 'home', 'now']",4,8,[],0,[],0,Sun
691,1,Sun May 31 05:04:37 2009,@thebrianposehn say hi to steve for me ,1,7,"['@thebrianposehn', 'say', 'hi', 'to', 'steve', 'for', 'me']",0,6,['@thebrianposehn'],1,[],0,Sun
