,LABEL,DATE_TIME,TEXT,PREPROCESSED_TEXT
858,1,Sun May 03 03:06:44 2009,"Just had lechon  cholesterol attack, but still so good.",lesson cholesterol attack still good
859,1,Mon Jun 01 16:31:41 2009,@twilightfan023 hey! ,hey
860,1,Sun Jun 07 17:13:02 2009,Millie's is just down the block from St. John's church and Patrick Henry in case you go -- do go!!  ,millieblock st johnchurch patrick henri case go go
861,1,Sun May 31 01:50:01 2009,@carolermp You are industrious! I didn't have my cheese last night in the end - the strawbs filled me up ,industri chees last night end straw fill
862,0,Sun Jun 14 23:22:36 2009,@jodiluvsjordank none of the guys can see ur tweets to them unless u take ur profile off private ,none guy see ur tweet unless u take ur profil privat
863,1,Sun May 31 15:41:52 2009,@mileycyrus oh no i hope noah is ok good luck tonight ,oh hope noah ok good luck tonight
864,1,Sun May 31 16:51:53 2009,"@angiekayz omg girl, i totally didn't see your message, im sorry xD. I'm from the US but I lived in Denmark for about 4 years! ",omg girl total see messag im sorri xd us live denmark 4 year
865,0,Mon Jun 15 16:30:52 2009,@Mamasaywhat bitch!!  Lol...j/k...mines almost done too...then 1 1/2 - 2 hour work out ,bitch loljkmin almost done 1 12 2 hour work
866,1,Sun May 31 10:05:33 2009,june 27 is my grad party. You guys shoudl save the date and look for a facebook invite soon ,june 27 grad parti guy should save date look facebook invit soon
867,0,Fri May 22 08:02:44 2009,sitting in class bored  lol,sit class bore lol
868,0,Thu Jun 18 21:51:04 2009,@maryelleuh i know right =( god im really sad now I have to look somewhere else ,know right god im realli sad look somewher els
869,1,Fri May 29 22:21:52 2009,@Winky_Cutto Not a problem Winks! ,problem link
870,0,Sun May 10 07:47:20 2009,@Nessie_Jake  I hope you feel better.,hope feel better
871,1,Tue May 26 21:33:01 2009,@ShedaBeda im not about to change up cause their losing this series. thats not what a fan does. anything can happen. ,im chang caus lose seri that fan anyth happen
872,1,Fri May 29 13:27:53 2009,@freshypanda oh my...you are just getting back to me about the rain LOL..sorry It is nice here too! ,oh get back rain lolsorri nice
873,0,Tue Jun 16 03:45:27 2009,I wanna be Jackson Pollock ,wanna jackson bollock
874,1,Sun May 31 10:41:31 2009,@TroyStith hello! ,hello
875,0,Wed Jun 03 04:41:55 2009,@daveexplosm it was never that hot when I live back home ,never hot live back home
876,1,Sun Jun 07 01:58:22 2009,"@tifftiff621 just came home from a full moon BBQ. I was thinking how nice it would have been if you were there. hmm, one day. Good Night ",came home full moon bb think nice would hmm one day good night
877,1,Tue Jun 16 03:27:36 2009,@iJessicaSimpson awww i love you too ,www love
878,0,Fri Jun 19 10:31:22 2009,"Still haven't gone to the movie. Miss Ashee  She will be back tomorrow hopefully! Katelyn, plzzz get online.",still gone movi miss ash back tomorrow hope late plaza get onlin
879,0,Sun Jun 07 03:26:49 2009,i miss my feather duster ,miss feather muster
880,0,Tue Apr 07 02:17:50 2009,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC ",sad caus last gsm compani own egyptian also orascom inform sell share fc
881,1,Sun May 17 10:56:49 2009,Enjoying a lovely Sunday afternoon  Got back from babysitting and now gonna go shopping and get a coffee!,enjoy love sunday afternoon got back babysit gonna go shop get coffe
882,0,Sat Jun 06 11:19:14 2009,"Well...its still NOT RAINING HERE and it looks like we might actually go thru April, May and June without moisture!   UGH! ",wellstil rain look like might actual go thru april may june without moistur gh
883,0,Fri May 29 21:58:33 2009,Sad that my McFlurry is gone ,sad flurri gone
884,0,Tue Jun 02 22:35:30 2009,@JoeyMcIntyre http://twitpic.com/6h6aw - awww KEVIN!!!!!! I miss class ,www kevin miss class
885,0,Fri Jun 05 21:39:56 2009,6 hours of sleep in last 2 days.... Headed 2 eat with pastor after service.... And gotta be at airport by 5 ,6 hour sleep last 2 day head 2 eat pastor servic gotta airport 5
886,1,Mon Jun 15 03:42:01 2009,@JinnyBoy good!! Now time for some R&amp;R.  ,good time ramp
887,0,Mon Jun 15 17:06:13 2009,@Betheaeroplane aw  are you getting my texts on aim?,aw get text aim
888,0,Mon May 18 08:14:54 2009,@jackiedalia I know. life is a cruel bitch and doesn't want us to be together ,know life cruel bitch want us togeth
889,0,Sun May 10 04:57:07 2009,is working on Mother's day ,work motherday
890,0,Fri May 22 04:21:22 2009,"@djdeks okay &quot;james&quot;...I'm going going back back to cALI cALI....and for the record, I have a feeling you'll feel dif in the am Xoxo nerd ",okay quotjamesquotgo go back back call calirecord feel feel dif oxo nerd
891,0,Mon Jun 01 11:42:38 2009,is eating his lunch at the park..by himself. That is sad. ,eat lunch park sad
892,0,Fri Jun 19 07:56:04 2009,feels ill  and still doesnt know what she's wearing laterr badtimes,feel ill still doesnt know wear later latim
893,1,Sun May 31 05:04:56 2009,just finished moving back to florida  ,finish move back florida
894,0,Fri May 01 23:44:43 2009,My sinuses are going to 'splode.  No bueno. Time for more Alavert and hopefully sleep.,singl go spoke bueno time slaveri hope sleep
895,1,Sun May 17 10:43:43 2009, happy day cash cash party in your bedroom on xm radio,happi day cash cash parti bedroom xm radio
896,0,Mon May 18 06:15:30 2009,@LonoSG UFC UFC UFC. I have to wait until Friday ,ufc ufc ufc wait friday
897,1,Mon May 04 04:03:32 2009,new super power camping place -&gt; 24 hr MAC @ Springleaf Tower  ...still eating my fries.,new super power camp place gt 24 hr mac springleaf tower still eat fri
898,0,Thu Jun 18 04:40:14 2009,"Its going to be like 30 and sunny today, and I'm stuck inside. Ugh  and of course since I'm off on the weekend its gonna rain!",go like 30 sunni today stuck insid gh cours sinc weekend gonna rain
899,0,Fri Jun 19 02:44:04 2009,is missing the TestFest. Stuck at work after being sick for two days... ,miss test stuck work sick two day
900,1,Mon Jun 01 13:52:27 2009,@TickleMeJoey Hey Joe Argentina loves u!!  Did you like it? ,hey joe argentina love u like
901,0,Sun Jun 07 08:46:46 2009,I've been looking for almost a full hour now. ,look almost full hour
902,1,Mon Jun 15 20:43:13 2009,Good Nite all will tweet in the am. ,good site tweet
903,1,Fri May 29 13:52:05 2009,"@tinytim2701 Thanks  I'm at Kent Uni, got Dizzee Rascal, The Pigeon Detectives, Noisettes, @gregjames and @zane lowe doing sets as well.",thank kent uni got dizze pascal pigeon detect noisett low set well
904,0,Tue Jun 16 21:33:27 2009,Neelyyyy just left  home alone uhhhhh lame,neelyyyy left home alon uhhhhh lame
905,0,Tue Apr 07 06:23:55 2009,In math klass bored as hell!  urghhhhh i hate math!,math class bore hell urghhhhh hate math
906,1,Sun May 31 15:47:55 2009,5th Sunday Singing ,5th sunday sing
907,0,Tue Jun 23 07:49:59 2009,going to work. wont be back on for like 8hrs. ,go work wont back like 8hr
908,0,Fri Jun 19 20:27:05 2009,"@yagsfan I am ill too.  But when you have a Josh ticket, ya gotta do what ya gotta do! ;)",ill josh ticket ya gotta ya gotta
909,0,Wed Jun 24 23:41:49 2009,god i feel so fucking weird - strange anxious feeling in stomach ,god feel fuck weird strang anxiou feel stomach
910,1,Sat Jun 06 23:57:22 2009,@RCSAustin none that I want to give out publicly ,none want give publicli
911,0,Sun May 10 21:11:43 2009,@whitneyblair030 @CourtneyCamilla will never let  my Louis bag episode die! Was buying some knockoffs for my aunts and had to wear one. ,never let loui bag episod die buy knockout aunt wear one
912,0,Sun Jun 21 08:39:23 2009,"What a gorgeous day! I wish i was at the beach, but alas i am stuck here at tfm ",gorgeou day wish beach ala stuck fm
913,0,Mon Jun 01 06:02:26 2009,@Mastr0 So I was at Hulas Saturday night...not for happy hour though ,hull saturday nighthappi hour though
914,0,Fri May 29 08:12:30 2009,"Doing my FF later, too busy making up plans for today. Beshie @MissSimone32 @SongzYuuup is gonna be in DC June 5-6 for a bball game. ",ff later busi make plan today besid gonna dc june 56 bball game
915,0,Wed Jun 17 23:43:46 2009,Was online after a longtime on gtalk &amp; every1 popped up with &quot;how come u r online ?&quot; instead of a &quot;hi&quot; message ,onlin longtim talk amp everi 1 pop outcom u r onlin quot instead quothiquot messag
916,0,Sun Jun 21 08:22:52 2009,@arctic_penguin I had no idea!!! damn annoying ,idea damn annoy
917,1,Sun Jun 07 11:08:38 2009,"@lorrainapaz  you're going to it, too?!  i'll probably see you around there!",go probabl see around
918,0,Mon Jun 01 03:21:43 2009,getting sunburnt while working - need to get more sunscreen ,get sunburnt work need get onscreen
919,1,Sun Jun 07 08:34:31 2009,@somemaysay good day Shelley. ,good day shell
920,0,Tue Jun 16 05:34:16 2009,"@BamTheDJ While prego 20 yrs ago for the 1st time, my migraines were horrid-I ended up in the ER for Demerol shots a few times   ((hugs))",prev 20 yr ago 1st time migrain horridend er demerol shot time hug
921,0,Mon Jun 15 00:59:28 2009,@chris_mccallum i think i'm going to go to the doc... just getting worse  study hard - you can do it!,think go go doc get wors studi hard
922,1,Mon Jun 01 07:26:35 2009,I see a rainbow ,see rainbow
923,1,Sat May 30 18:26:19 2009,@alojane ha it is now ,ha
924,1,Sun May 31 18:12:27 2009,@dannymcfly The Brazilian fans are truly the most passionate! Much love you forever! ILY (L) xoxo' ,brazilian fan truli passion much love forev il l oxo
925,1,Sun May 17 03:05:27 2009,"GoJo - you know, the stuff mechanics use - gets paint off hands (and faces, arms, legs). So, for the artists + painters, get some GoJo    ",goo know stuff mechan use get paint hand face arm leg artist painter get goo
926,1,Sun May 10 06:18:37 2009,@jason_mraz  i really love the song &quot;i'm yours&quot;  it makes me feel good! ,realli love song quotquot make feel good
927,1,Wed Jun 03 03:36:53 2009,say hello and smile to the sun ,say hello smile sun
928,0,Sat May 02 00:14:43 2009,@bckwild I called u homie. Lol. I'm about 2 go to sleep now tho. I got to wake up @ 7am ,call u home lol 2 go sleep tho got wake 7am
929,1,Sun May 31 17:50:10 2009,@ashleytisdale http://twitpic.com/6ddox - cool. i wish i could be there  I hope you will win. Good luck  love you,cool wish could hope win good luck love
930,0,Sun May 31 17:39:17 2009,i wish i was watching The Hills ,wish watch hill
931,1,Fri May 29 14:06:21 2009,@Mark_Sheldon Wow... another supportive tweet.  Thank you!!   #FollowFriday,wow anoth support tweet thank followfriday
932,0,Sun May 31 07:59:43 2009,"Alrighty. Workin on a project then going off to work... aren't y'all jealous...x D  Awe, that was super illiterate ",alright work project go work jealou awe super illiter
933,1,Sun May 31 17:32:04 2009,Lets play tennis grenade on bfheroes you know the name.. ,let play tenni grenad hero know name
934,1,Tue Jun 02 05:01:54 2009,Packing my bag to go to Lisbon! ,pack bag go isbn
935,1,Fri Jun 05 10:41:14 2009,"than you do in your entire body....just accept their awesomeness, and give them a chance.  &lt;3",entir bodyaccept awesom give chanc lt3
936,1,Wed Jun 03 06:26:32 2009,@Wallfish hel uva nice suggestion  thanks! now to get round to changing everything!!,hel uva nice suggest thank get round chang everyth
937,1,Sun May 10 20:21:28 2009,@cjlenoil ok cool wat time where.... the wedding finishes at 12:45 in Saujana so gimme time to go bck n change &amp; al that... ,ok cool wat time wed finish 1245 sauna gime time go back n chang amp al
938,0,Mon May 18 04:17:04 2009,4:15am... awake with a serious headache... ,415am awak seriou headach
939,0,Tue Jun 23 07:46:29 2009,"Again learning Quantum Mechanics.. I don't want to --&gt; Sun is shining outside, nice weather ",learn quantum mechan want gt sun shine outsid nice weather
940,1,Tue Jun 02 22:33:23 2009,@TigerMarketing : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,highli recommend join earn money free sharehold dividend even noth
941,0,Fri Jun 05 23:27:24 2009,has nothin to wear  FML,noth wear ml
942,1,Fri May 22 06:33:34 2009,You cant have awesoME with out me ,cant awesom
943,0,Sat Jun 20 06:34:45 2009,Do Not Use Twitter in place of real relationships. ,use twitter place real relationship
944,0,Mon Jun 01 23:03:33 2009, please talk to me.,pleas talk
945,1,Sun Jun 07 20:04:30 2009,My favorite time of night ,favorit time night
946,0,Sun Jun 21 09:16:11 2009,"Wasn't able to make it to church function, got caught up  But the good news is I lost another pound today!!Now weigh 252 down from 270",abl make church function got caught good news lost anoth pound todayweigh 252 270
947,1,Fri May 29 19:08:09 2009,have now set up thwirl for @maduck &amp; given her some more twitter tips. ,set their amp given twitter tip
948,1,Fri May 29 01:09:31 2009,@yasexy im still up ,im still
949,1,Mon Jun 15 03:09:37 2009,Its quite satisfying when you see a design really coming together! ,quit satisfi see design realli come togeth
950,1,Sun Jun 07 14:47:18 2009,The thing is...I'm not panicking about it.  ,thing pick
951,0,Wed Jun 17 07:27:46 2009,"That beer I ordered @ trivia night did NOT state it was 24oz... less than a chipper morning   Glass h20 + coffee, then P90X to get going!",beer order trivia night state 24oz less clipper morn glass h20 coffe p90x get go
952,1,Sat May 30 02:45:35 2009,partymartytime at kates tonight i think  anyone know a film we can watch that'll really freak us out?,partymartytim date tonight think anyon know film watch realli freak us
953,1,Sat Jun 06 23:21:41 2009,"So, we didn't go to the Union Street Festival, but whatevs.  Today was fun.  I've missed the girls soo much.  ",go union street festiv whatev today fun miss girl soo much
954,1,Sun May 31 15:59:54 2009,"@musicbykg wow! congrats, lady! going big soon eh?  which TV show?",wow contrast ladi go big soon eh tv show
955,1,Sat May 02 12:53:28 2009,@ijustmightendit hello  I'm replying backkkk!! How are you doing?!,hello repli backkkk
956,0,Mon Jun 15 21:02:16 2009,momentarily have more energy (nausea is yet to disappear) but before I work on characters I need to fill out countless forms  SIGH,momentarili energi nausea yet disappear work charact need fill countless form sigh
957,1,Sat Jun 06 21:55:04 2009,Hey @songzyuuup Tacia    (treysongz live &gt; http://ustre.am/2txz),hey tacit treysongz live gt
958,0,Sun Jun 21 08:03:02 2009,@atebits &gt;1week w/o Tweetie search (iPhone) and still no update on iTunes Canada? Patience wearing thin... ,gt1week wtweeti search iphon still updat itun canada patienc wear thin
959,0,Sun Jun 07 07:02:44 2009,uh...2morrow vacations end  need 2 do something for school... &gt;.&lt;,uh2borrow vacat end need 2 someth school gilt
960,1,Sun Jun 07 11:43:35 2009,@tomtravel2 Awesome! I look forward to your tweets! I looooove to travel ,awesom look forward tweet looooov travel
961,0,Mon Jun 01 15:34:44 2009,Feeling sick  wanted to call out today but I can't! No bueno!,feel sick want call today bueno
962,0,Fri Jun 05 19:19:33 2009,"It's a sad day indeed when Jay-Z hits the top tweet trending trends in front of D-Day  Again, I thank those fallen soldiers and heroes!!!",sad day inde jazz hit top tweet trend trend front day thank fallen soldier hero
963,1,Sun May 17 08:33:00 2009,"Just got back from Indiana me,mom,and bro r coin to eat at ihop. Raining hard ",got back indiana combo r coin eat hop rain hard
964,0,Wed Jun 17 23:50:56 2009,"@sydbob aw! I was gonna ask if you wanted to go to sky high with me, melvin and Elijah. But we're going at like 2. ",aw gonna ask want go sky high kevin elia go like 2
965,1,Fri May 01 20:45:29 2009,VOTE FOR ME ON SEANJOHN.COM FACES OF THE FUTURE iM ON PAGE 33 OR AT LEAST THAT WAS THE LAST PAGE I WAS ON ,vote face futur im page 33 least last page
966,1,Sun May 03 04:12:41 2009,@skyblues4eva Thanks  Hope you have a great day too! xoxo,thank hope great day oxo
967,0,Thu Jun 18 14:14:08 2009,Just got back from the dentist....my mouth is still numb! ,got back dentistmouth still num
968,0,Sun May 31 16:54:38 2009,"my munchkin &amp; other fam ditched me  stuff around the house, Hills finale, then some of the movie awards...woo eminem!",munchkin amp fam ditch stuff around hous hill final movi awardswoo eminem
969,1,Fri May 29 16:00:12 2009,Sexy Costume - Feline Feisty Cat Costume http://bit.ly/H6RNb He will be purring just for you and who knows what else he would do for you ,sexi costum felin feisti cat costum purg know els would
970,0,Sun Jun 14 23:15:55 2009,Am I too fat ewww gross I'm ugly and fat help help I need a new body  I feel bad cuz I'm the only one of my friends that don't got a bf!!!,fat www gross ugli fat help help need new bodi feel bad cup one friend got bf
971,0,Tue Jun 16 21:53:15 2009,@itsConsiderate  omg totally.  i wish.  no hookups at the moment ,omg total wish hook moment
972,0,Fri Jun 19 00:28:19 2009,Its so freakin' hot in my room...i can't get comfortable ,break hot roomget comfort
973,0,Sun May 31 15:53:31 2009,just found out I uploaded the wrong pic to twitpic last night  ,found upload wrong pic twitpic last night
974,0,Mon Jun 15 20:06:53 2009,how do a twitter on my phone? I'm confused ,twitter phone confus
975,0,Mon May 04 06:03:02 2009,I think I'm fed up of being lonely now ,think fed lone
976,0,Mon Jun 01 16:45:03 2009,@mitchelmusso I Wish I Was ,wish
977,1,Sun May 31 09:09:07 2009,@stacey79 ...I guess Booth decided to go home...yeah in the middle of the night...hello...so stupid...but yet I still watch... ,guess booth decid go hometeam middl nighthellostupidyet still watch
978,1,Sun Jun 07 06:17:00 2009,It's SUNDAY...ya know what that means...DRUGS AND JESUS ,sunday know meansdrug jesu
979,1,Mon Jun 01 02:48:14 2009,OMG. i really LOVE Jerry Yan.  He`s mine. ,omg realli love jerri yan mine
980,1,Mon Jun 15 00:02:05 2009,@hagackure Very Welcome  Honored to work with Haga,welcom honor work laga
981,0,Fri Jun 19 14:26:44 2009,@twidroid favorites added from Twidroid v2.1.7 are not being recorded in twitter web but showing on phone  any ideas?,favorit ad twidroid v217 record twitter web show phone idea
982,0,Fri Jun 19 12:49:12 2009,@julibarcelona Heading back home to MI in the morning and back Sunday evening   We'll have to plan something soon.  You doing SMC nxt wk?,head back home mi morn back sunday even plan someth soon smc nxt wk
983,0,Sun May 31 15:31:00 2009,"i miss @romylovesmcfly, anke and paula  i was going with them to tokio hotel.",miss ankl paula go tokyo hotel
984,1,Sat May 30 16:15:51 2009,@kamscottxxx Well being exhausted is kind of a given. I was lookin for some juicy details. But since technically I was there...its ok ,well exhaust kind given look juici detail sinc technic ok
985,1,Sun Jun 07 16:23:25 2009,@ReporterRen definitely! it's really good ,definit realli good
986,0,Fri May 29 16:49:49 2009,@danipoynterjudd yeah but i missed it 2nite ,yeah miss 2site
987,1,Sun May 03 01:31:19 2009,Untamed Heart&lt;3 such a cute movie to watch ,unnam heart 3 cute movi watch
988,1,Sun Jun 14 23:42:10 2009,"#iremember Playing on the street as kids, the yearning for sunlight on cold winter days, making paper boats on rainy days ",rememb play street kid yearn sunlight cold winter day make paper boat raini day
989,0,Fri Jun 05 10:14:36 2009,What happened to the weather ? From sun to lightning ,happen weather sun lightn
990,0,Mon Jun 01 18:55:43 2009,"@concerts09 I'm not seeing you until Nashville, right? ",see nashvil right
991,0,Thu Jun 25 01:00:26 2009,When will I learn... Don't try to be funny in the morning and spelling mistakes aren't funny ,learn tri funni morn spell mistak funni
992,1,Fri May 29 17:55:17 2009,sippin on gin and juiceeeee motha fuckah hahaha ,spin gin juiceeee moth fuck haha
993,1,Sun May 10 01:07:18 2009,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out ",alkalin trio sweet save day suck great time anyway awesom see everybodi hang
994,0,Fri Jun 05 17:21:24 2009,relaxing for my Friday night at the moment...hungry though ,relax friday night momenthungri though
995,1,Sat Jun 06 08:00:24 2009,Correction: 61 followers Thanks for the follows:  @G0 @tabat @Oberhauser @denfree268   ,correct 61 follow thank follow
996,1,Sun Jun 07 14:45:22 2009," despite my last tweet, I'm having a fantasticly sunny day (=",despit last tweet fantast sunni day
997,1,Fri May 29 22:01:53 2009,TOMORROW IS THE BIG FUN DAYYY WOOO ,tomorrow big fun day wood
998,0,Thu Jun 18 22:55:59 2009,http://bit.ly/1G5txF  I wanted to go  ,want go
999,1,Sun May 10 03:47:10 2009,Happy mothers day! Be good to your momma's! ,happi mother day good comma
1000,0,Tue Apr 21 01:19:34 2009,my tummy hurts ,dummi hurt
1001,0,Sun May 03 08:09:34 2009,hmmm.....trying to figure out wat to do with my sunday until we head to dinner for dad....ugly day tho y does it rain so much ,hmmmtri figur wat sunday head dinner dadugli day tho rain much
1002,1,Thu May 14 05:47:49 2009,"@jphatala Lucky for us all, Twitter was designed for wise-cracks  @katecollinsnyc very good ",lucki us twitter design wisecrack good
1003,1,Sat Jun 06 02:16:12 2009,twitter should be baned to drunk people!!! sorry for drunken ramblings in very bad irish people ,twitter base drunk peopl sorri drunken rambl bad irish peopl
1004,0,Fri May 22 05:15:13 2009,"i feel really bad i just talked to my parents like they were my slaves, and they were being so nice to me  punish me.",feel realli bad talk parent like slave nice punish
1005,1,Sat Jun 06 12:40:32 2009,@twashley Hi to Mom from me ! I want to help make her search as easy as possible; so please let her know I'm here if she has any Q's.   ,hi mom want help make search easi possibl pleas let know q
1006,1,Wed Jun 03 07:39:51 2009,"@Gabelicious Haha, wow! That's rather impressive! ",haha wow rather impress
1007,1,Sun May 31 12:08:07 2009,Packing up...off to Dublin for a good session of meetings. Hope weather will be nice... ,pack dublin good session meet hope weather nice
1008,0,Wed Jun 17 16:54:36 2009,tired restless... promoting all day for the view lounge ,tire restless promot day view loung
1009,1,Mon Jun 15 01:05:01 2009,@ActionLamb all great people start the day with a Starbucks  I raise my cardboard cup in a toast to the coffee goodness,great peopl start day starbuck rais cardboard cup toast coffe good
1010,1,Fri Jun 05 21:06:03 2009,Just rediscovered my favorite oldies station in Norman. ,rediscov favorit oldi station norman
1011,0,Sun May 31 06:31:03 2009,@WayneDaStar morning! Send one up for me..I'm not gonna make it to church today...still feel icky ,morn send one gonna make church todaystil feel ick
1012,0,Thu May 14 08:07:32 2009,Good morning twitterers and twitterettes! When is summer coming to LA? I'm tired of the chill ,good morn twitter twitterett summer come la tire chill
1013,0,Sun Jun 07 16:48:10 2009,checking out new followers; sorry to those who's links don't work or who don't give your name: you get blocked ,check new follow sorri link work give name get block
1014,1,Mon Jun 15 13:44:03 2009,@ViperScot So the world of twitter got you too?! ,world twitter got
1015,0,Fri Jun 05 14:10:23 2009,"@zetas @JacksonWages @action_jay @TuxOtaku @JackAwful @MCal27 @drandolph  Thanks for your kind wishes.But man, what a bad day ",thank kind fisherman bad day
1016,0,Tue May 26 22:21:51 2009,iLoseWeight for charity rejected by Apple for the app store. We have to remove all &quot;for charity&quot; cues.  wtf? #iloseweight#,iloseweight chariti reject appl app store remov quotcharityquot cue wtf iloseweight
1017,1,Sat May 30 12:00:58 2009,I will try to sleep early today.. but before that.. I'll just take a hot shower.. ,tri sleep earli today take hot shower
1018,0,Sun Jun 07 18:57:49 2009,@Im_X1 oh dang! forgot about the party this afternoon...sorry! ,oh dang forgot parti afternoonsorri
1019,1,Mon Jun 15 12:31:03 2009,@sarahmaq  Welcome to the world of Twitter.  Hope you enjoy your stay ,welcom world twitter hope enjoy stay
1020,0,Sun May 31 02:38:55 2009,"Just got back from work, another sunny hot day that I can't enjoy  whatever going for a cup of coffee now.",got back work anoth sunni hot day enjoy whatev go cup coffe
1021,1,Fri Jun 05 10:29:01 2009,A Need for Redemption is now complete.  The Battle &amp; The Epilogue have now been posted.  ,need redempt complet battl amp epilogu post
1022,0,Sat Jun 06 13:37:15 2009,@jpstg I don't want the old bren back. I want a more balanced new Bren!And I didn't get to see the ballet  there were no tickets left ,want old been back want balanc new brevet see ballet ticket left
1023,0,Sun May 31 17:09:19 2009,"@beingnobody gig is this Wed, no time for eBay ",gig wed time ebay
1024,0,Fri Jun 19 19:33:19 2009,The pottery barn catalog always makes me want to have a home ,potteri barn catalog alway make want home
1025,1,Wed Jun 03 00:09:56 2009,@patrickaxe blahahahhhahha im tired  remember how much awesome sleep(&amp;sex)we got b4 kids? damnnn.lol. xoxoniteee,blahahahhhahha im tire rememb much awesom sleepampsexgot b4 kid damnnnlol xoxonitee
1026,1,Wed Jun 03 06:12:37 2009,@musiclover37209 haha nice! I'll have to check it out ,haha nice check
1027,0,Tue Jun 16 16:12:14 2009,I've been totally stressed out all day today - with no apparent reason!  That's not a good sign... and I won't be able to sleep neither ,total stress day today appar reason good sign abl sleep neither
1028,1,Mon Jun 15 16:47:09 2009,At Applebee's having dinner with my baby ,applebeedinn babi
1029,1,Tue Jun 02 23:47:30 2009,"@Ivez hey dude for sure, nothing gets me going than tech &amp; finance. u ready for the NBA finals?! oh - and ur wedding ",hey dude sure noth get go tech amp financ u readi nba final oh ur wed
1030,1,Fri Jun 05 23:52:59 2009,@cipriani15 Yup! I'm sure it is ,yup sure
1031,0,Sun May 17 11:13:21 2009,Idk what to tell her or do to prove its not bullshit Idk how i let things get this bad  &lt;/3,id tell prove bullshit id let thing get bad lt3
1032,0,Sun May 17 10:29:10 2009,@hobbs Many thanks. Or I've left it on the train ,mani thank left train
1033,0,Mon Jun 15 02:07:25 2009,@drealoveslife i feel sick today too  xxxx,feel sick today xxxx
1034,0,Fri Jun 19 20:34:08 2009,@OfayDevil You left while I was in the shower. l didn't even get to say bye ,left shower l even get say bye
1035,1,Fri Jun 05 19:42:19 2009,"@Masiosare uh, no wonder you always make good use of that right!  *still hiding*",uh wonder alway make good use right still hide
1036,1,Mon Jun 01 01:18:28 2009,@sacharules I Binged you as well.  Your Getty Images photos are #2. Very good !,wing well petti imag photo 2 good
1037,1,Wed Jun 03 06:56:56 2009,@ManxStef @ProgramX it's Balmer now... keep up ,palmer keep
1038,1,Mon Jun 15 23:09:41 2009,@paulmwatson tks mate. Good news to wake up to. ,ts mate good news wake
1039,1,Sat May 30 22:51:44 2009,@smosh Food Battles are like Christmas. I acted like a JoBro fan at the premiere of the 3D concert when I saw the food voting video. ,food battl like christma act like job fan premier 3d concert saw food vote video
1040,1,Mon Jun 01 03:55:05 2009,I have found a cute as vintage dress on ebay... buy it me someone ,found cute vintag dress ebay buy someon
1041,1,Fri May 29 14:57:07 2009,"@LostArtOfMurder Yeah, I am. Yeah, stoke is relatively near. Cool! what u doing there? Anything nice?  x",yeah yeah stoke rel near cool u anyth nice x
1042,1,Tue Jun 02 05:46:03 2009,@Dannii_x3 looks like a new person is addicted to twitter. haha ,look like new person addict twitter haha
1043,0,Fri May 22 05:35:21 2009,@sarahdessen we still have our winter coats on ,still winter coat
1044,1,Sun May 31 23:57:37 2009,Nothing beats a free wifi connection from Nokia ,noth beat free wifi connect nokia
1045,0,Sun May 10 18:41:13 2009,"@mclamb4life2 I went there for work experience, LOL. Well it was lovely talking to you ;) I have school soon  I hope we can talk later! ",went work experi lol well love talk school soon hope talk later
1046,0,Thu Jun 25 07:30:53 2009,Oh snap! They stil goin..  x,oh snap still go x
1047,0,Fri May 29 19:21:51 2009,Craig Philip Robinson is staying at my hotel.  Erin didn't want me to get a picture ,craig philip robinson stay hotel erin want get pictur
1048,1,Sun Jun 14 22:39:55 2009,@Savorysweetlife @BouchonFor2 - Sounds tasty in that &quot;I'm afraid to admit it&quot; kind of way. ,sound tasti quotafraid admit quot kind way
1049,0,Thu Jun 25 00:05:13 2009,[-O] Finished 11th. Not bad but not in the top three  Man I wish the cards went my way on a few hands. The.. http://tinyurl.com/nsfan3,finish 11th bad top three man wish card went way hand
1050,1,Sat May 30 16:22:08 2009,ooooooooo happy saturday!! ,ooooooooo happi saturday
1051,1,Sun May 31 07:25:50 2009,@peschkaj maybe you need a positive incentive: if you finish today you can come and visit us over here  in Slovenia ,mayb need posit incent finish today come visit us slovenia
1052,0,Sat Jun 06 16:12:04 2009,mAkiiN plAnS 4 2nItE... mY bAq iS frEaKiN kiLlIn mE    ,main plan 4 2site bar break kill
1053,1,Tue Jun 16 03:57:35 2009,"@rickyambury ...went to New Emperor as it was still open  Very nice actually. Walked past New Samsi, we should go there again. Sumo feast.",went new emperor still open nice actual walk past new sami go sumo feast
1054,0,Sun May 03 01:36:20 2009,A little red after a day in the sun ,littl red day sun
1055,0,Sun May 31 23:56:53 2009,Hairdryer &amp; already hot temperatures = not good combination  *fans self*,hairdryer amp alreadi hot temperatur good combin fan self
1056,0,Sun May 10 18:46:14 2009,Hoping that I dont have to make a trip to the hospital for the boy and his fever ,hope dont make trip hospit boy fever
1057,0,Fri Jun 05 14:40:50 2009,@ubershmoo i bet he was!! HA i am SO jealous i only saw him live @ Canada's Wonder Land w/Gordon Lightfoot - never met him ,bet ha jealou saw live canadawond land gordon lightfoot never met
