LABEL,DATE_TIME,TEXT,preprocessed_text
0,Fri Jun 19 12:55:14 2009,aww shes gone now ,"['www', 'shes', 'gone', 'now']"
1,Mon Jun 15 06:43:42 2009,"@tariza Thank you for the amazing season! You were a big part of this championship, hope you stay in LA. Congratulations! ","['thank', 'you', 'for', 'the', 'amazing', 'season', 'you', 'were', 'a', 'big', 'part', 'of', 'this', 'championship', 'hope', 'you', 'stay', 'in', 'la', 'congratulations']"
1,Mon Jun 15 18:46:09 2009,@monsoonsmangoes she's more like a sz4 in the waist but we like the length  ,"['shes', 'more', 'like', 'a', 'in', 'the', 'waist', 'but', 'we', 'like', 'the', 'length']"
1,Sun Apr 19 02:48:08 2009,@krist0ph3r oh ok. well to start my share to the pool ill nominate u then  #yaymen,"['oh', 'ok', 'well', 'to', 'start', 'my', 'share', 'to', 'the', 'pool', 'ill', 'nominate', 'u', 'then', 'laymen']"
0,Sun May 17 11:36:36 2009, Cant do this anymore,"['cant', 'do', 'this', 'anymore']"
0,Fri Jun 19 10:02:47 2009,I feel like crap no bowling party tonight ,"['i', 'feel', 'like', 'crap', 'no', 'bowling', 'party', 'tonight']"
0,Thu Jun 18 20:58:47 2009,"@neekel You just reminded me of Coco, Sison's lab  She's allowed at Magnet Katip, except when people are eating upstairs.","['you', 'just', 'reminded', 'me', 'of', 'coco', 'seasons', 'lab', 'shes', 'allowed', 'at', 'magnet', 'katie', 'except', 'when', 'people', 'are', 'eating', 'upstairs']"
0,Fri Jun 19 02:32:54 2009,"@soni_slaps_hoes Deadpool was best known for breaking the fourth wall in the comics. Not one mention that they were in a film, annoying ","['deadpool', 'was', 'best', 'known', 'for', 'breaking', 'the', 'fourth', 'wall', 'in', 'the', 'comics', 'not', 'one', 'mention', 'that', 'they', 'were', 'in', 'a', 'film', 'annoying']"
1,Sun May 31 13:36:59 2009,@joannesmedley Principally Acts 2 but bringing in a bit of John 15: the Holy Spirit as Advocate.  ,"['principally', 'acts', 'but', 'bringing', 'in', 'a', 'bit', 'of', 'john', 'the', 'holy', 'spirit', 'as', 'advocate']"
1,Sat May 30 20:33:18 2009,Full day workout.  Good times. ,"['full', 'day', 'workout', 'good', 'times']"
1,Sun Jun 07 17:13:04 2009,Daddy &amp; dog watching the people - and dogs - go by. Heading home in a few ,"['daddy', 'dog', 'watching', 'the', 'people', 'and', 'dogs', 'go', 'by', 'heading', 'home', 'in', 'a', 'few']"
0,Sun May 31 08:24:10 2009,My ipod died half way thru my run!  Running with no music is like taking a shower with no water.,"['my', 'ipod', 'died', 'half', 'way', 'thru', 'my', 'run', 'running', 'with', 'no', 'music', 'is', 'like', 'taking', 'a', 'shower', 'with', 'no', 'water']"
1,Sun May 03 19:36:11 2009,"@JRKLOVER Yeah girlie I got it, will put it in my phone and give you mine! ","['yeah', 'girl', 'i', 'got', 'it', 'will', 'put', 'it', 'in', 'my', 'phone', 'and', 'give', 'you', 'mine']"
1,Sat Jun 06 01:45:53 2009,@xscarletmx Hey hon. Skorgee's good - Dr said he was very bright today.  I've gone and got a reccurence of an ongoing health problem. :/,"['hey', 'hon', 'skorgees', 'good', 'dr', 'said', 'he', 'was', 'very', 'bright', 'today', 'ive', 'gone', 'and', 'got', 'a', 'recurrence', 'of', 'an', 'ongoing', 'health', 'problem']"
1,Sun May 31 03:25:59 2009,looking fwd to Ladytron at HiFi ,"['looking', 'fwd', 'to', 'ladytron', 'at', 'wifi']"
1,Wed Jun 03 09:37:40 2009,Oh yeah! And I almost have my voice back! LOL ,"['oh', 'yeah', 'and', 'i', 'almost', 'have', 'my', 'voice', 'back', 'lol']"
0,Sun Jun 07 05:28:38 2009,Bored of Facebook now. Nothing is happening.  What to do for half an hour...,"['bored', 'of', 'facebook', 'now', 'nothing', 'is', 'happening', 'what', 'to', 'do', 'for', 'half', 'an', 'hour']"
0,Sat Jun 06 18:08:07 2009,Nikki. Please. ,"['nikki', 'please']"
1,Tue Jun 16 03:08:59 2009,Baby has dentist appointment first thing then I am going to visit @radmama and her little one ,"['baby', 'has', 'dentist', 'appointment', 'first', 'thing', 'then', 'i', 'am', 'going', 'to', 'visit', 'and', 'her', 'little', 'one']"
1,Mon Jun 01 05:24:00 2009,@HzNKzM: Ooh yeah. I don't like waiting for buses. But that's good that you missed the bus BECAUSE you got to see some horses ,"['ooh', 'yeah', 'i', 'dont', 'like', 'waiting', 'for', 'buses', 'but', 'thats', 'good', 'that', 'you', 'missed', 'the', 'bus', 'because', 'you', 'got', 'to', 'see', 'some', 'horses']"
1,Sun May 17 08:32:52 2009,BBQ today...got some great gifts...and boght me some nice ones with money my hunny sent me  thank you everybody...,"['bb', 'todaygot', 'some', 'great', 'giftsand', 'bought', 'me', 'some', 'nice', 'ones', 'with', 'money', 'my', 'funny', 'sent', 'me', 'thank', 'you', 'everybody']"
1,Sun Jun 07 14:22:59 2009,@robangus yay he is amazing i love him too  u shud wacth ,"['yay', 'he', 'is', 'amazing', 'i', 'love', 'him', 'too', 'u', 'shut', 'watch']"
0,Mon May 18 06:21:37 2009,@ work ,['work']
0,Fri Jun 19 23:01:55 2009,CHRISTIAN????????????         ,['christian']
1,Sat Jun 06 23:55:20 2009,Catching up on BB  I think I'm actually gonna watch this season..,"['catching', 'up', 'on', 'bb', 'i', 'think', 'im', 'actually', 'gonna', 'watch', 'this', 'season']"
0,Sun May 03 22:50:40 2009,anytime...IT'S NOT TOMORROW YET...I've been dreading this weekend ,"['anytimeits', 'not', 'tomorrow', 'native', 'been', 'reading', 'this', 'weekend']"
0,Mon Apr 20 06:02:50 2009,"left my ben &amp; jerrys at lucys  ugh. BUT HELLO SUN AGAIN, ily.","['left', 'my', 'ben', 'jerry', 'at', 'lucas', 'gh', 'but', 'hello', 'sun', 'again', 'il']"
1,Fri May 29 23:42:33 2009,"@Jared_M however, I may be blown away in June by the new iPhone and eat my words totally  I've still yet to take the smartphone plunge","['however', 'i', 'may', 'be', 'blown', 'away', 'in', 'june', 'by', 'the', 'new', 'iphone', 'and', 'eat', 'my', 'words', 'totally', 'ive', 'still', 'yet', 'to', 'take', 'the', 'smartphone', 'plunge']"
0,Mon Jun 15 15:41:22 2009,off to sleeps. With no phone calls! ,"['off', 'to', 'sleeps', 'with', 'no', 'phone', 'calls']"
0,Sat Jun 20 21:42:15 2009,"Ur rude, dont forget to mention in ur long hard day. That you ignored ur gf ","['ur', 'rude', 'dont', 'forget', 'to', 'mention', 'in', 'ur', 'long', 'hard', 'day', 'that', 'you', 'ignored', 'ur', 'gf']"
1,Mon May 18 00:26:43 2009,@joyfirestar daddy will support you ,"['daddy', 'will', 'support', 'you']"
0,Fri May 29 00:39:57 2009,"bah, i h8 waking up ","['bah', 'i', 'waking', 'up']"
1,Fri May 22 02:16:59 2009,"@Zonoma ohh. I still feel curious.  anyway, thanks by the way","['oh', 'i', 'still', 'feel', 'curious', 'anyway', 'thanks', 'by', 'the', 'way']"
0,Thu Jun 25 06:35:35 2009,"@SleepTightTiger don't torture me! I'd honestly love nothing more than that! esp right now that I've got no job, no flight money though ","['dont', 'torture', 'me', 'id', 'honestly', 'love', 'nothing', 'more', 'than', 'that', 'esp', 'right', 'now', 'that', 'ive', 'got', 'no', 'job', 'no', 'flight', 'money', 'though']"
0,Fri May 22 04:56:01 2009,Hey @kiddshow buenas mornings! Mi pelo is tangly   (kiddlive live &gt; http://ustre.am/2FUW),"['hey', 'buenos', 'mornings', 'mi', 'pelo', 'is', 'angle', 'kiddlive', 'live', 'gt']"
0,Fri May 29 09:02:18 2009,@Jonin60seconds tried to edit the page but couldn't add my name  can you pop me on the list please!,"['tried', 'to', 'edit', 'the', 'page', 'but', 'couldnt', 'add', 'my', 'name', 'can', 'you', 'pop', 'me', 'on', 'the', 'list', 'please']"
0,Tue Jun 16 00:34:45 2009,@TheEllenShow my best pal &amp; I wud love 2 win tickets to your show... but from Hong Kong... it's so far! ,"['my', 'best', 'pal', 'i', 'ud', 'love', 'win', 'tickets', 'to', 'your', 'show', 'but', 'from', 'hong', 'kong', 'its', 'so', 'far']"
0,Mon Jun 01 16:05:22 2009,Just downloaded Mega Man 9. It's retro-hard! ,"['just', 'downloaded', 'mega', 'man', 'its', 'retrohard']"
1,Fri May 29 09:07:36 2009,think i'm gonna go make me some pancakes  om nom nom nom nom nom,"['think', 'im', 'gonna', 'go', 'make', 'me', 'some', 'pancake', 'om', 'nom', 'nom', 'nom', 'nom', 'nom']"
0,Sun Jun 21 03:36:52 2009,"@futuredirected precisely, so its pretty clear why certain right wing (and left for that matter) attack certain aspects of democracy ","['precisely', 'so', 'its', 'pretty', 'clear', 'why', 'certain', 'right', 'wing', 'and', 'left', 'for', 'that', 'matter', 'attack', 'certain', 'aspects', 'of', 'democracy']"
0,Fri Jun 05 22:39:04 2009,I have a terrible headache. Its been there for several hrs &amp; just wont go away. ,"['i', 'have', 'a', 'terrible', 'headache', 'its', 'been', 'there', 'for', 'several', 'hrs', 'just', 'wont', 'go', 'away']"
0,Fri Jun 05 15:53:13 2009,i have officially lost all feeling in my legs! playing the sims 3 for seven hours isn't good... ,"['i', 'have', 'officially', 'lost', 'all', 'feeling', 'in', 'my', 'legs', 'playing', 'the', 'sims', 'for', 'seven', 'hours', 'isnt', 'good']"
1,Sat Apr 18 08:11:42 2009,is sewing for my college class! ,"['is', 'sewing', 'for', 'my', 'college', 'class']"
1,Sat May 30 17:26:25 2009,@TehKimber stable is the third place in the sex on the fly challenge  @shansgrl has balcony and science lab already,"['stable', 'is', 'the', 'third', 'place', 'in', 'the', 'sex', 'on', 'the', 'fly', 'challenge', 'has', 'balcony', 'and', 'science', 'lab', 'already']"
1,Tue Jun 02 22:57:12 2009,im eating cocopuffs and a pbnj samich ,"['im', 'eating', 'cocopuffs', 'and', 'a', 'pnj', 'smith']"
1,Fri May 29 19:04:19 2009,@libertygirl3 Then I am the dwarf called Sleepy ,"['then', 'i', 'am', 'the', 'dwarf', 'called', 'sleepy']"
0,Sun May 10 18:46:15 2009,My girlfriend is deathly ill and on her way to the hospital ,"['my', 'girlfriend', 'is', 'death', 'ill', 'and', 'on', 'her', 'way', 'to', 'the', 'hospital']"
1,Sat May 30 15:44:02 2009,"long run and cooking soba rice noodles, tofu and veggie stir-fry with @peterdemarco ","['long', 'run', 'and', 'cooking', 'soda', 'rice', 'noodles', 'tofu', 'and', 'reggae', 'stirfry', 'with']"
0,Fri Jun 19 04:55:15 2009,@iiLoveJBxOx Omgggggg. I dont know if i want them back together. I mean if hes happy so am i but he`ll get hurt again  x,"['omgggggg', 'i', 'dont', 'know', 'if', 'i', 'want', 'them', 'back', 'together', 'i', 'mean', 'if', 'hes', 'happy', 'so', 'am', 'i', 'but', 'hell', 'get', 'hurt', 'again', 'x']"
0,Sun Jun 07 03:50:29 2009,Meh. Exam tomorrow  What is everyone else got planned for then?,"['meh', 'exam', 'tomorrow', 'what', 'is', 'everyone', 'else', 'got', 'planned', 'for', 'then']"
1,Sat May 02 10:38:29 2009,@rockahunny They're vampire novels. The first is called Eighth Grade Bites. ,"['theyre', 'vampire', 'novels', 'the', 'first', 'is', 'called', 'eighth', 'grade', 'bites']"
0,Mon Jun 15 10:31:06 2009,"@foiledcupcakes it's just my eldest ... she's pretty out of it.    I hadn't seen that show in yrs, it was still entertaining!  LOL","['its', 'just', 'my', 'eldest', 'shes', 'pretty', 'out', 'of', 'it', 'i', 'hadn', 'seen', 'that', 'show', 'in', 'yrs', 'it', 'was', 'still', 'entertaining', 'lol']"
1,Mon Jun 01 20:00:53 2009,"@KWAMEDIDIT nah, i caught it. that's why i thought it was funny.  // go easy on that juice man. lol.","['nah', 'i', 'caught', 'it', 'thats', 'why', 'i', 'thought', 'it', 'was', 'funny', 'go', 'easy', 'on', 'that', 'juice', 'man', 'lol']"
0,Sat Jun 20 09:52:39 2009,I agree with you Matt. Nobody is willing to go out on a limb anymore for the greater good! ,"['i', 'agree', 'with', 'you', 'matt', 'nobody', 'is', 'willing', 'to', 'go', 'out', 'on', 'a', 'limb', 'anymore', 'for', 'the', 'greater', 'good']"
0,Fri May 29 01:15:23 2009,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling ,"['just', 'reached', 'for', 'her', 'plate', 'to', 'get', 'another', 'bit', 'of', 'toast', 'and', 'realised', 'id', 'eaten', 'it', 'all', 'not', 'a', 'nice', 'feeling']"
0,Mon Jun 01 05:18:04 2009,@astynes Yeh I dunno what I'm going to do...  Think Josh has been buggering around with my dvds. ,"['yeh', 'i', 'dunno', 'what', 'im', 'going', 'to', 'do', 'think', 'josh', 'has', 'been', 'budgeting', 'around', 'with', 'my', 'dvds']"
0,Mon Jun 22 15:02:36 2009,Is sick...again ,"['is', 'sickagain']"
0,Fri Jun 05 17:29:27 2009,i'm gonna miss those dayss ,"['im', 'gonna', 'miss', 'those', 'days']"
0,Mon May 18 07:58:41 2009,@PrinceSammie ugh someone LEFT me hanging ,"['gh', 'someone', 'left', 'me', 'hanging']"
0,Fri May 29 09:14:14 2009,@LucyFurLeaps It's still up the duff boo ,"['its', 'still', 'up', 'the', 'duff', 'boo']"
0,Thu Jun 18 15:48:55 2009,"nite all well really I'm not going to bed, but I don't have my own compt. &amp; I'm leaving skool lib I will say parting is such sweet sorrow ","['site', 'all', 'well', 'really', 'im', 'not', 'going', 'to', 'bed', 'but', 'i', 'dont', 'have', 'my', 'own', 'comp', 'im', 'leaving', 'stool', 'lib', 'i', 'will', 'say', 'parting', 'is', 'such', 'sweet', 'sorrow']"
1,Fri Jun 05 23:09:15 2009,dormir. amanhÃ£ tem niver da josi e show do bruno e marrone noh KKKKKK besos twitters ,"['former', 'manyÃ', 'tem', 'never', 'da', 'jose', 'e', 'show', 'do', 'bruno', 'e', 'marine', 'not', 'kkkkkk', 'bests', 'twitter']"
0,Fri May 29 23:41:47 2009,@cityzen28 aw sadness! Next time! ,"['aw', 'sadness', 'next', 'time']"
0,Sun May 03 20:25:40 2009,frustrated ,['frustrated']
1,Mon May 04 02:37:32 2009,"@jeffreecuntstar decent Australian guys are hard to find...trust me, you're better off with an American one ","['decent', 'australian', 'guys', 'are', 'hard', 'to', 'findtrust', 'me', 'youre', 'better', 'off', 'with', 'an', 'american', 'one']"
1,Fri May 29 23:36:12 2009,"i'm so very tired, i think i'll take it east today...don't plan on doing too much ","['im', 'so', 'very', 'tired', 'i', 'think', 'ill', 'take', 'it', 'east', 'todaydont', 'plan', 'on', 'doing', 'too', 'much']"
1,Sun May 03 03:06:44 2009,"Just had lechon  cholesterol attack, but still so good.","['just', 'had', 'lesson', 'cholesterol', 'attack', 'but', 'still', 'so', 'good']"
1,Mon Jun 01 16:31:41 2009,@twilightfan023 hey! ,['hey']
1,Sun Jun 07 17:13:02 2009,Millie's is just down the block from St. John's church and Patrick Henry in case you go -- do go!!  ,"['fillies', 'is', 'just', 'down', 'the', 'block', 'from', 'st', 'johns', 'church', 'and', 'patrick', 'henry', 'in', 'case', 'you', 'go', 'do', 'go']"
1,Sun May 31 01:50:01 2009,@carolermp You are industrious! I didn't have my cheese last night in the end - the strawbs filled me up ,"['you', 'are', 'industries', 'i', 'didnt', 'have', 'my', 'cheese', 'last', 'night', 'in', 'the', 'end', 'the', 'straws', 'filled', 'me', 'up']"
0,Sun Jun 14 23:22:36 2009,@jodiluvsjordank none of the guys can see ur tweets to them unless u take ur profile off private ,"['none', 'of', 'the', 'guys', 'can', 'see', 'ur', 'tweets', 'to', 'them', 'unless', 'u', 'take', 'ur', 'profile', 'off', 'private']"
1,Sun May 31 15:41:52 2009,@mileycyrus oh no i hope noah is ok good luck tonight ,"['oh', 'no', 'i', 'hope', 'noah', 'is', 'ok', 'good', 'luck', 'tonight']"
1,Sun May 31 16:51:53 2009,"@angiekayz omg girl, i totally didn't see your message, im sorry xD. I'm from the US but I lived in Denmark for about 4 years! ","['omg', 'girl', 'i', 'totally', 'didnt', 'see', 'your', 'message', 'im', 'sorry', 'xd', 'im', 'from', 'the', 'us', 'but', 'i', 'lived', 'in', 'denmark', 'for', 'about', 'years']"
0,Mon Jun 15 16:30:52 2009,@Mamasaywhat bitch!!  Lol...j/k...mines almost done too...then 1 1/2 - 2 hour work out ,"['bitch', 'loljkmines', 'almost', 'done', 'toothed', 'hour', 'work', 'out']"
1,Sun May 31 10:05:33 2009,june 27 is my grad party. You guys shoudl save the date and look for a facebook invite soon ,"['june', 'is', 'my', 'grad', 'party', 'you', 'guys', 'should', 'save', 'the', 'date', 'and', 'look', 'for', 'a', 'facebook', 'invite', 'soon']"
0,Fri May 22 08:02:44 2009,sitting in class bored  lol,"['sitting', 'in', 'class', 'bored', 'lol']"
0,Thu Jun 18 21:51:04 2009,@maryelleuh i know right =( god im really sad now I have to look somewhere else ,"['i', 'know', 'right', 'god', 'im', 'really', 'sad', 'now', 'i', 'have', 'to', 'look', 'somewhere', 'else']"
1,Fri May 29 22:21:52 2009,@Winky_Cutto Not a problem Winks! ,"['not', 'a', 'problem', 'links']"
0,Sun May 10 07:47:20 2009,@Nessie_Jake  I hope you feel better.,"['i', 'hope', 'you', 'feel', 'better']"
1,Tue May 26 21:33:01 2009,@ShedaBeda im not about to change up cause their losing this series. thats not what a fan does. anything can happen. ,"['im', 'not', 'about', 'to', 'change', 'up', 'cause', 'their', 'losing', 'this', 'series', 'thats', 'not', 'what', 'a', 'fan', 'does', 'anything', 'can', 'happen']"
1,Fri May 29 13:27:53 2009,@freshypanda oh my...you are just getting back to me about the rain LOL..sorry It is nice here too! ,"['oh', 'you', 'are', 'just', 'getting', 'back', 'to', 'me', 'about', 'the', 'rain', 'lolsorry', 'it', 'is', 'nice', 'here', 'too']"
0,Tue Jun 16 03:45:27 2009,I wanna be Jackson Pollock ,"['i', 'wanna', 'be', 'jackson', 'bollocks']"
1,Sun May 31 10:41:31 2009,@TroyStith hello! ,['hello']
0,Wed Jun 03 04:41:55 2009,@daveexplosm it was never that hot when I live back home ,"['it', 'was', 'never', 'that', 'hot', 'when', 'i', 'live', 'back', 'home']"
1,Sun Jun 07 01:58:22 2009,"@tifftiff621 just came home from a full moon BBQ. I was thinking how nice it would have been if you were there. hmm, one day. Good Night ","['just', 'came', 'home', 'from', 'a', 'full', 'moon', 'bb', 'i', 'was', 'thinking', 'how', 'nice', 'it', 'would', 'have', 'been', 'if', 'you', 'were', 'there', 'hmm', 'one', 'day', 'good', 'night']"
1,Tue Jun 16 03:27:36 2009,@iJessicaSimpson awww i love you too ,"['www', 'i', 'love', 'you', 'too']"
0,Fri Jun 19 10:31:22 2009,"Still haven't gone to the movie. Miss Ashee  She will be back tomorrow hopefully! Katelyn, plzzz get online.","['still', 'havent', 'gone', 'to', 'the', 'movie', 'miss', 'ashes', 'she', 'will', 'be', 'back', 'tomorrow', 'hopefully', 'lately', 'plaza', 'get', 'online']"
0,Sun Jun 07 03:26:49 2009,i miss my feather duster ,"['i', 'miss', 'my', 'feather', 'muster']"
0,Tue Apr 07 02:17:50 2009,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC ","['its', 'sad', 'cause', 'that', 'was', 'the', 'last', 'gsm', 'company', 'owned', 'by', 'egyptian', 'also', 'orascom', 'was', 'informed', 'to', 'sell', 'its', 'share', 'to', 'fc']"
1,Sun May 17 10:56:49 2009,Enjoying a lovely Sunday afternoon  Got back from babysitting and now gonna go shopping and get a coffee!,"['enjoying', 'a', 'lovely', 'sunday', 'afternoon', 'got', 'back', 'from', 'babysitting', 'and', 'now', 'gonna', 'go', 'shopping', 'and', 'get', 'a', 'coffee']"
0,Sat Jun 06 11:19:14 2009,"Well...its still NOT RAINING HERE and it looks like we might actually go thru April, May and June without moisture!   UGH! ","['wells', 'still', 'not', 'raining', 'here', 'and', 'it', 'looks', 'like', 'we', 'might', 'actually', 'go', 'thru', 'april', 'may', 'and', 'june', 'without', 'moisture', 'gh']"
0,Fri May 29 21:58:33 2009,Sad that my McFlurry is gone ,"['sad', 'that', 'my', 'flurry', 'is', 'gone']"
0,Tue Jun 02 22:35:30 2009,@JoeyMcIntyre http://twitpic.com/6h6aw - awww KEVIN!!!!!! I miss class ,"['www', 'kevin', 'i', 'miss', 'class']"
0,Fri Jun 05 21:39:56 2009,6 hours of sleep in last 2 days.... Headed 2 eat with pastor after service.... And gotta be at airport by 5 ,"['hours', 'of', 'sleep', 'in', 'last', 'days', 'headed', 'eat', 'with', 'pastor', 'after', 'service', 'and', 'gotta', 'be', 'at', 'airport', 'by']"
1,Mon Jun 15 03:42:01 2009,@JinnyBoy good!! Now time for some R&amp;R.  ,"['good', 'now', 'time', 'for', 'some', 'rr']"
0,Mon Jun 15 17:06:13 2009,@Betheaeroplane aw  are you getting my texts on aim?,"['aw', 'are', 'you', 'getting', 'my', 'texts', 'on', 'aim']"
0,Mon May 18 08:14:54 2009,@jackiedalia I know. life is a cruel bitch and doesn't want us to be together ,"['i', 'know', 'life', 'is', 'a', 'cruel', 'bitch', 'and', 'doesnt', 'want', 'us', 'to', 'be', 'together']"
0,Sun May 10 04:57:07 2009,is working on Mother's day ,"['is', 'working', 'on', 'mothers', 'day']"
0,Fri May 22 04:21:22 2009,"@djdeks okay &quot;james&quot;...I'm going going back back to cALI cALI....and for the record, I have a feeling you'll feel dif in the am Xoxo nerd ","['okay', 'james', 'going', 'going', 'back', 'back', 'to', 'call', 'taland', 'for', 'the', 'record', 'i', 'have', 'a', 'feeling', 'you', 'feel', 'dif', 'in', 'the', 'am', 'oxo', 'nerd']"
0,Mon Jun 01 11:42:38 2009,is eating his lunch at the park..by himself. That is sad. ,"['is', 'eating', 'his', 'lunch', 'at', 'the', 'party', 'himself', 'that', 'is', 'sad']"
0,Fri Jun 19 07:56:04 2009,feels ill  and still doesnt know what she's wearing laterr badtimes,"['feels', 'ill', 'and', 'still', 'doesnt', 'know', 'what', 'shes', 'wearing', 'later', 'latimes']"
1,Sun May 31 05:04:56 2009,just finished moving back to florida  ,"['just', 'finished', 'moving', 'back', 'to', 'florida']"
0,Fri May 01 23:44:43 2009,My sinuses are going to 'splode.  No bueno. Time for more Alavert and hopefully sleep.,"['my', 'singles', 'are', 'going', 'to', 'spoke', 'no', 'bueno', 'time', 'for', 'more', 'slavery', 'and', 'hopefully', 'sleep']"
1,Sun May 17 10:43:43 2009, happy day cash cash party in your bedroom on xm radio,"['happy', 'day', 'cash', 'cash', 'party', 'in', 'your', 'bedroom', 'on', 'xm', 'radio']"
0,Mon May 18 06:15:30 2009,@LonoSG UFC UFC UFC. I have to wait until Friday ,"['ufc', 'ufc', 'ufc', 'i', 'have', 'to', 'wait', 'until', 'friday']"
1,Mon May 04 04:03:32 2009,new super power camping place -&gt; 24 hr MAC @ Springleaf Tower  ...still eating my fries.,"['new', 'super', 'power', 'camping', 'place', 'gt', 'hr', 'mac', 'springleaf', 'tower', 'still', 'eating', 'my', 'fries']"
0,Thu Jun 18 04:40:14 2009,"Its going to be like 30 and sunny today, and I'm stuck inside. Ugh  and of course since I'm off on the weekend its gonna rain!","['its', 'going', 'to', 'be', 'like', 'and', 'sunny', 'today', 'and', 'im', 'stuck', 'inside', 'gh', 'and', 'of', 'course', 'since', 'im', 'off', 'on', 'the', 'weekend', 'its', 'gonna', 'rain']"
0,Fri Jun 19 02:44:04 2009,is missing the TestFest. Stuck at work after being sick for two days... ,"['is', 'missing', 'the', 'testes', 'stuck', 'at', 'work', 'after', 'being', 'sick', 'for', 'two', 'days']"
1,Mon Jun 01 13:52:27 2009,@TickleMeJoey Hey Joe Argentina loves u!!  Did you like it? ,"['hey', 'joe', 'argentina', 'loves', 'u', 'did', 'you', 'like', 'it']"
0,Sun Jun 07 08:46:46 2009,I've been looking for almost a full hour now. ,"['ive', 'been', 'looking', 'for', 'almost', 'a', 'full', 'hour', 'now']"
1,Mon Jun 15 20:43:13 2009,Good Nite all will tweet in the am. ,"['good', 'site', 'all', 'will', 'tweet', 'in', 'the', 'am']"
1,Fri May 29 13:52:05 2009,"@tinytim2701 Thanks  I'm at Kent Uni, got Dizzee Rascal, The Pigeon Detectives, Noisettes, @gregjames and @zane lowe doing sets as well.","['thanks', 'im', 'at', 'kent', 'uni', 'got', 'dizzee', 'pascal', 'the', 'pigeon', 'detectives', 'noisettes', 'and', 'lowe', 'doing', 'sets', 'as', 'well']"
0,Tue Jun 16 21:33:27 2009,Neelyyyy just left  home alone uhhhhh lame,"['neelyyyy', 'just', 'left', 'home', 'alone', 'uhhhhh', 'lame']"
0,Tue Apr 07 06:23:55 2009,In math klass bored as hell!  urghhhhh i hate math!,"['in', 'math', 'class', 'bored', 'as', 'hell', 'urghhhhh', 'i', 'hate', 'math']"
1,Sun May 31 15:47:55 2009,5th Sunday Singing ,"['sunday', 'singing']"
0,Tue Jun 23 07:49:59 2009,going to work. wont be back on for like 8hrs. ,"['going', 'to', 'work', 'wont', 'be', 'back', 'on', 'for', 'like']"
0,Fri Jun 19 20:27:05 2009,"@yagsfan I am ill too.  But when you have a Josh ticket, ya gotta do what ya gotta do! ;)","['i', 'am', 'ill', 'too', 'but', 'when', 'you', 'have', 'a', 'josh', 'ticket', 'ya', 'gotta', 'do', 'what', 'ya', 'gotta', 'do']"
0,Wed Jun 24 23:41:49 2009,god i feel so fucking weird - strange anxious feeling in stomach ,"['god', 'i', 'feel', 'so', 'fucking', 'weird', 'strange', 'anxious', 'feeling', 'in', 'stomach']"
1,Sat Jun 06 23:57:22 2009,@RCSAustin none that I want to give out publicly ,"['none', 'that', 'i', 'want', 'to', 'give', 'out', 'publicly']"
0,Sun May 10 21:11:43 2009,@whitneyblair030 @CourtneyCamilla will never let  my Louis bag episode die! Was buying some knockoffs for my aunts and had to wear one. ,"['will', 'never', 'let', 'my', 'louis', 'bag', 'episode', 'die', 'was', 'buying', 'some', 'knockouts', 'for', 'my', 'aunts', 'and', 'had', 'to', 'wear', 'one']"
0,Sun Jun 21 08:39:23 2009,"What a gorgeous day! I wish i was at the beach, but alas i am stuck here at tfm ","['what', 'a', 'gorgeous', 'day', 'i', 'wish', 'i', 'was', 'at', 'the', 'beach', 'but', 'alas', 'i', 'am', 'stuck', 'here', 'at', 'fm']"
0,Mon Jun 01 06:02:26 2009,@Mastr0 So I was at Hulas Saturday night...not for happy hour though ,"['so', 'i', 'was', 'at', 'hulls', 'saturday', 'nightnot', 'for', 'happy', 'hour', 'though']"
0,Fri May 29 08:12:30 2009,"Doing my FF later, too busy making up plans for today. Beshie @MissSimone32 @SongzYuuup is gonna be in DC June 5-6 for a bball game. ","['doing', 'my', 'ff', 'later', 'too', 'busy', 'making', 'up', 'plans', 'for', 'today', 'beside', 'is', 'gonna', 'be', 'in', 'dc', 'june', 'for', 'a', 'bball', 'game']"
0,Wed Jun 17 23:43:46 2009,Was online after a longtime on gtalk &amp; every1 popped up with &quot;how come u r online ?&quot; instead of a &quot;hi&quot; message ,"['was', 'online', 'after', 'a', 'longtime', 'on', 'talk', 'every', 'popped', 'up', 'with', 'how', 'come', 'u', 'r', 'online', 'instead', 'of', 'a', 'hi', 'message']"
0,Sun Jun 21 08:22:52 2009,@arctic_penguin I had no idea!!! damn annoying ,"['i', 'had', 'no', 'idea', 'damn', 'annoying']"
1,Sun Jun 07 11:08:38 2009,"@lorrainapaz  you're going to it, too?!  i'll probably see you around there!","['youre', 'going', 'to', 'it', 'too', 'ill', 'probably', 'see', 'you', 'around', 'there']"
0,Mon Jun 01 03:21:43 2009,getting sunburnt while working - need to get more sunscreen ,"['getting', 'sunburnt', 'while', 'working', 'need', 'to', 'get', 'more', 'onscreen']"
1,Sun Jun 07 08:34:31 2009,@somemaysay good day Shelley. ,"['good', 'day', 'shelled']"
